# x_m,y_m,w_tr_right_m,w_tr_left_m
-4.9540,24.6730,1.0052,1.0052
-4.8889,24.6080,1.0530,1.0530
-4.8239,24.6080,1.0413,1.0413
-4.7588,24.6080,1.0328,1.0328
-4.6938,24.6080,1.0242,1.0242
-4.6287,24.6080,1.0052,1.0052
-4.5637,24.6080,0.9895,0.9895
-4.4986,24.6080,0.9771,0.9771
-4.4336,24.5429,1.0328,1.0328
-4.3685,24.5429,1.0277,1.0277
-4.3035,24.5429,1.0259,1.0259
-4.2384,24.5429,1.0259,1.0259
-4.1734,24.5429,1.0259,1.0259
-4.1083,24.5429,1.0259,1.0259
-4.0433,24.5429,1.0259,1.0259
-3.9782,24.5429,1.0259,1.0259
-3.9132,24.5429,1.0259,1.0259
-3.8481,24.5429,1.0259,1.0259
-3.7831,24.5429,1.0259,1.0259
-3.7180,24.5429,1.0259,1.0259
-3.6530,24.6080,0.9609,0.9609
-3.5879,24.6080,0.9627,0.9627
-3.5229,24.6080,0.9681,0.9681
-3.4578,24.6080,0.9771,0.9771
-3.3928,24.6080,0.9895,0.9895
-3.3277,24.6080,1.0052,1.0052
-3.2627,24.6730,0.9627,0.9627
-3.1976,24.6730,0.9859,0.9859
-3.1326,24.6730,1.0122,1.0122
-3.0675,24.6730,1.0413,1.0413
-3.0025,24.7381,1.0122,1.0122
-2.9374,24.7381,1.0413,1.0413
-2.8724,24.7381,1.0530,1.0530
-2.8073,24.8031,1.0530,1.0530
-2.7423,24.8031,1.0396,1.0396
-2.6772,24.8682,1.0530,1.0530
-2.6122,24.9332,1.0730,1.0730
-2.5471,24.9983,1.0730,1.0730
-2.4821,25.0633,1.0530,1.0530
-2.4170,25.1284,1.0396,1.0396
-2.3520,25.1934,1.0328,1.0328
-2.2869,25.2585,1.0328,1.0328
-2.2219,25.3235,1.0396,1.0396
-2.1568,25.3886,1.0530,1.0530
-2.0918,25.4536,1.0730,1.0730
-2.0267,25.5187,1.0779,1.0779
-1.9617,25.5837,1.0730,1.0730
-1.8966,25.6488,1.0530,1.0530
-1.8316,25.7138,1.0396,1.0396
-1.8316,25.7789,1.0328,1.0328
-1.7665,25.8439,1.0396,1.0396
-1.7015,25.9090,1.0530,1.0530
-1.6364,25.9740,1.0530,1.0530
-1.5714,26.0391,1.0396,1.0396
-1.5714,26.1041,1.0328,1.0328
-1.5063,26.1692,1.0396,1.0396
-1.4413,26.2342,1.0530,1.0530
-1.3762,26.2993,1.0530,1.0530
-1.3112,26.3643,1.0396,1.0396
-1.3112,26.4294,1.0328,1.0328
-1.2461,26.4944,1.0396,1.0396
-1.1811,26.5595,1.0530,1.0530
-1.1160,26.6245,1.0730,1.0730
-1.0510,26.6896,1.0530,1.0530
-1.0510,26.7546,1.0328,1.0328
-0.9859,26.8197,1.0396,1.0396
-0.9209,26.8847,1.0530,1.0530
-0.8558,26.9498,1.0730,1.0730
-0.7908,27.0148,1.0530,1.0530
-0.7908,27.0799,1.0328,1.0328
-0.7257,27.1449,1.0396,1.0396
-0.6607,27.2100,1.0530,1.0530
-0.5956,27.2750,1.0730,1.0730
-0.5306,27.3401,1.0530,1.0530
-0.4655,27.4051,1.0396,1.0396
-0.4655,27.4702,1.0328,1.0328
-0.4005,27.5352,1.0396,1.0396
-0.3354,27.6003,1.0530,1.0530
-0.2704,27.6653,1.0730,1.0730
-0.2053,27.7304,1.0530,1.0530
-0.1403,27.7954,1.0396,1.0396
-0.1403,27.8605,1.0328,1.0328
-0.0752,27.9255,1.0396,1.0396
-0.0102,27.9906,1.0530,1.0530
0.0549,28.0556,1.0730,1.0730
0.1199,28.1207,1.0530,1.0530
0.1850,28.1857,1.0396,1.0396
0.1850,28.2508,1.0328,1.0328
0.2500,28.3158,1.0396,1.0396
0.3151,28.3809,1.0530,1.0530
0.3801,28.4459,1.0730,1.0730
0.4452,28.5110,1.0530,1.0530
0.5102,28.5760,1.0396,1.0396
0.5102,28.6411,1.0328,1.0328
0.5753,28.7061,1.0396,1.0396
0.6403,28.7712,1.0530,1.0530
0.7054,28.8362,1.0530,1.0530
0.7704,28.9013,1.0396,1.0396
0.7704,28.9663,1.0328,1.0328
0.8355,29.0314,1.0396,1.0396
0.9005,29.0964,1.0530,1.0530
0.9656,29.1615,1.0530,1.0530
0.9656,29.2265,1.0396,1.0396
1.0306,29.2916,1.0530,1.0530
1.0957,29.3566,1.0530,1.0530
1.0957,29.4217,1.0396,1.0396
1.1607,29.4867,1.0530,1.0530
1.2258,29.5518,1.0413,1.0413
1.2258,29.6168,1.0413,1.0413
1.2908,29.6819,1.0530,1.0530
1.2908,29.7469,1.0413,1.0413
1.3559,29.8120,1.0713,1.0713
1.3559,29.8770,1.0413,1.0413
1.4209,29.9421,1.0680,1.0680
1.4209,30.0071,1.0413,1.0413
1.4209,30.0722,1.0122,1.0122
1.4860,30.1372,1.0463,1.0463
1.4860,30.2023,1.0242,1.0242
1.4860,30.2673,1.0052,1.0052
1.5510,30.3324,1.0463,1.0463
1.5510,30.3974,1.0242,1.0242
1.5510,30.4625,1.0052,1.0052
1.5510,30.5275,0.9895,0.9895
1.5510,30.5926,0.9771,0.9771
1.5510,30.6576,0.9627,0.9627
1.6161,30.7227,1.0052,1.0052
1.6161,30.7877,0.9895,0.9895
1.6161,30.8528,0.9771,0.9771
1.6161,30.9178,0.9681,0.9681
1.6161,30.9829,0.9627,0.9627
1.6161,31.0479,0.9609,0.9609
1.6161,31.1130,0.9609,0.9609
1.6161,31.1780,0.9609,0.9609
1.6811,31.2431,1.0259,1.0259
1.6811,31.3081,1.0259,1.0259
1.6811,31.3732,1.0259,1.0259
1.6811,31.4382,1.0259,1.0259
1.6161,31.5033,0.9609,0.9609
1.6161,31.5683,0.9609,0.9609
1.6161,31.6334,0.9627,0.9627
1.6161,31.6984,0.9681,0.9681
1.6161,31.7635,0.9771,0.9771
1.6161,31.8285,0.9895,0.9895
1.6161,31.8936,1.0052,1.0052
1.6161,31.9586,1.0242,1.0242
1.5510,32.0237,0.9627,0.9627
1.5510,32.0887,0.9681,0.9681
1.5510,32.1538,0.9771,0.9771
1.5510,32.2188,0.9895,0.9895
1.5510,32.2839,1.0052,1.0052
1.5510,32.3489,1.0242,1.0242
1.5510,32.4140,1.0463,1.0463
1.4860,32.4790,1.0052,1.0052
1.4860,32.5441,1.0242,1.0242
1.4209,32.6091,0.9859,0.9859
1.4209,32.6742,1.0052,1.0052
1.4209,32.7392,1.0242,1.0242
1.4209,32.8043,1.0463,1.0463
1.3559,32.8693,1.0122,1.0122
1.3559,32.9344,1.0413,1.0413
1.3559,32.9994,1.0463,1.0463
1.2908,33.0645,1.0413,1.0413
1.2908,33.1295,1.0680,1.0680
1.2258,33.1946,1.0413,1.0413
1.2258,33.2596,1.0713,1.0713
1.1607,33.3247,1.0413,1.0413
1.1607,33.3897,1.0713,1.0713
1.0957,33.4548,1.0413,1.0413
1.0957,33.5198,1.0713,1.0713
1.0306,33.5849,1.0413,1.0413
1.0306,33.6499,1.0530,1.0530
0.9656,33.7150,1.0413,1.0413
0.9656,33.7800,1.0413,1.0413
0.9005,33.8451,1.0413,1.0413
0.9005,33.9101,1.0413,1.0413
0.8355,33.9752,1.0530,1.0530
0.7704,34.0402,1.0396,1.0396
0.7704,34.1053,1.0530,1.0530
0.7054,34.1703,1.0413,1.0413
0.7054,34.2354,1.0413,1.0413
0.6403,34.3004,1.0413,1.0413
0.6403,34.3655,1.0413,1.0413
0.5753,34.4305,1.0530,1.0530
0.5102,34.4956,1.0396,1.0396
0.5102,34.5606,1.0530,1.0530
0.4452,34.6257,1.0413,1.0413
0.4452,34.6907,1.0413,1.0413
0.3801,34.7558,1.0530,1.0530
0.3151,34.8208,1.0396,1.0396
0.3151,34.8859,1.0530,1.0530
0.2500,34.9509,1.0413,1.0413
0.2500,35.0160,1.0413,1.0413
0.1850,35.0810,1.0530,1.0530
0.1199,35.1461,1.0396,1.0396
0.1199,35.2111,1.0530,1.0530
0.0549,35.2762,1.0413,1.0413
0.0549,35.3412,1.0413,1.0413
-0.0102,35.4063,1.0530,1.0530
-0.0752,35.4713,1.0396,1.0396
-0.0752,35.5364,1.0530,1.0530
-0.1403,35.6014,1.0413,1.0413
-0.1403,35.6665,1.0413,1.0413
-0.2053,35.7315,1.0530,1.0530
-0.2704,35.7966,1.0396,1.0396
-0.2704,35.8616,1.0530,1.0530
-0.3354,35.9267,1.0413,1.0413
-0.3354,35.9917,1.0413,1.0413
-0.4005,36.0568,1.0530,1.0530
-0.4655,36.1218,1.0396,1.0396
-0.4655,36.1869,1.0530,1.0530
-0.5306,36.2519,1.0413,1.0413
-0.5306,36.3170,1.0413,1.0413
-0.5956,36.3820,1.0530,1.0530
-0.6607,36.4471,1.0396,1.0396
-0.6607,36.5121,1.0530,1.0530
-0.7257,36.5772,1.0413,1.0413
-0.7257,36.6422,1.0413,1.0413
-0.7908,36.7073,1.0530,1.0530
-0.8558,36.7723,1.0396,1.0396
-0.8558,36.8374,1.0530,1.0530
-0.9209,36.9024,1.0413,1.0413
-0.9209,36.9675,1.0413,1.0413
-0.9859,37.0325,1.0530,1.0530
-1.0510,37.0976,1.0396,1.0396
-1.0510,37.1626,1.0530,1.0530
-1.1160,37.2277,1.0413,1.0413
-1.1160,37.2927,1.0413,1.0413
-1.1811,37.3578,1.0530,1.0530
-1.2461,37.4228,1.0396,1.0396
-1.2461,37.4879,1.0530,1.0530
-1.3112,37.5529,1.0413,1.0413
-1.3112,37.6180,1.0413,1.0413
-1.3762,37.6830,1.0530,1.0530
-1.4413,37.7481,1.0396,1.0396
-1.4413,37.8131,1.0530,1.0530
-1.5063,37.8782,1.0413,1.0413
-1.5063,37.9432,1.0413,1.0413
-1.5714,38.0083,1.0530,1.0530
-1.6364,38.0733,1.0396,1.0396
-1.6364,38.1384,1.0530,1.0530
-1.7015,38.2034,1.0413,1.0413
-1.7015,38.2685,1.0413,1.0413
-1.7665,38.3335,1.0530,1.0530
-1.8316,38.3986,1.0396,1.0396
-1.8316,38.4636,1.0530,1.0530
-1.8966,38.5287,1.0413,1.0413
-1.8966,38.5937,1.0413,1.0413
-1.9617,38.6588,1.0530,1.0530
-2.0267,38.7238,1.0396,1.0396
-2.0267,38.7889,1.0530,1.0530
-2.0918,38.8539,1.0413,1.0413
-2.0918,38.9190,1.0413,1.0413
-2.1568,38.9840,1.0530,1.0530
-2.1568,39.0491,1.0413,1.0413
-2.2219,39.1141,1.0713,1.0713
-2.2869,39.1792,1.0413,1.0413
-2.2869,39.2442,1.0530,1.0530
-2.3520,39.3093,1.0413,1.0413
-2.3520,39.3743,1.0413,1.0413
-2.4170,39.4394,1.0530,1.0530
-2.4821,39.5044,1.0396,1.0396
-2.4821,39.5695,1.0530,1.0530
-2.5471,39.6345,1.0413,1.0413
-2.5471,39.6996,1.0413,1.0413
-2.6122,39.7646,1.0530,1.0530
-2.6772,39.8297,1.0396,1.0396
-2.6772,39.8947,1.0530,1.0530
-2.7423,39.9598,1.0413,1.0413
-2.7423,40.0248,1.0413,1.0413
-2.8073,40.0899,1.0530,1.0530
-2.8073,40.1549,1.0413,1.0413
-2.8724,40.2200,1.0713,1.0713
-2.9374,40.2850,1.0413,1.0413
-2.9374,40.3501,1.0530,1.0530
-3.0025,40.4151,1.0413,1.0413
-3.0025,40.4802,1.0413,1.0413
-3.0675,40.5452,1.0530,1.0530
-3.1326,40.6103,1.0396,1.0396
-3.1326,40.6753,1.0530,1.0530
-3.1976,40.7404,1.0413,1.0413
-3.1976,40.8054,1.0413,1.0413
-3.2627,40.8705,1.0413,1.0413
-3.2627,40.9355,1.0413,1.0413
-3.3277,41.0006,1.0530,1.0530
-3.3928,41.0656,1.0396,1.0396
-3.3928,41.1307,1.0530,1.0530
-3.4578,41.1957,1.0413,1.0413
-3.4578,41.2608,1.0413,1.0413
-3.5229,41.3258,1.0530,1.0530
-3.5879,41.3909,1.0396,1.0396
-3.5879,41.4559,1.0530,1.0530
-3.6530,41.5210,1.0413,1.0413
-3.6530,41.5860,1.0413,1.0413
-3.7180,41.6511,1.0413,1.0413
-3.7180,41.7161,1.0413,1.0413
-3.7831,41.7812,1.0530,1.0530
-3.8481,41.8462,1.0396,1.0396
-3.8481,41.9113,1.0530,1.0530
-3.9132,41.9763,1.0413,1.0413
-3.9132,42.0414,1.0413,1.0413
-3.9782,42.1064,1.0530,1.0530
-3.9782,42.1715,1.0413,1.0413
-4.0433,42.2365,1.0713,1.0713
-4.1083,42.3016,1.0413,1.0413
-4.1083,42.3666,1.0530,1.0530
-4.1734,42.4317,1.0413,1.0413
-4.1734,42.4967,1.0413,1.0413
-4.2384,42.5618,1.0530,1.0530
-4.3035,42.6268,1.0396,1.0396
-4.3035,42.6919,1.0530,1.0530
-4.3685,42.7569,1.0413,1.0413
-4.3685,42.8220,1.0413,1.0413
-4.4336,42.8870,1.0530,1.0530
-4.4336,42.9521,1.0413,1.0413
-4.4986,43.0171,1.0713,1.0713
-4.5637,43.0822,1.0413,1.0413
-4.5637,43.1472,1.0530,1.0530
-4.6287,43.2123,1.0413,1.0413
-4.6287,43.2773,1.0413,1.0413
-4.6938,43.3424,1.0530,1.0530
-4.7588,43.4074,1.0396,1.0396
-4.7588,43.4725,1.0530,1.0530
-4.8239,43.5375,1.0413,1.0413
-4.8239,43.6026,1.0413,1.0413
-4.8889,43.6676,1.0413,1.0413
-4.8889,43.7327,1.0413,1.0413
-4.9540,43.7977,1.0530,1.0530
-5.0190,43.8628,1.0396,1.0396
-5.0190,43.9278,1.0530,1.0530
-5.0841,43.9929,1.0413,1.0413
-5.0841,44.0579,1.0413,1.0413
-5.1491,44.1230,1.0530,1.0530
-5.1491,44.1880,1.0413,1.0413
-5.2142,44.2531,1.0713,1.0713
-5.2792,44.3181,1.0413,1.0413
-5.2792,44.3832,1.0530,1.0530
-5.3443,44.4482,1.0413,1.0413
-5.3443,44.5133,1.0413,1.0413
-5.4093,44.5783,1.0530,1.0530
-5.4744,44.6434,1.0396,1.0396
-5.4744,44.7084,1.0530,1.0530
-5.5394,44.7735,1.0413,1.0413
-5.5394,44.8385,1.0413,1.0413
-5.6045,44.9036,1.0530,1.0530
-5.6045,44.9686,1.0413,1.0413
-5.6695,45.0337,1.0713,1.0713
-5.7346,45.0987,1.0413,1.0413
-5.7346,45.1638,1.0530,1.0530
-5.7996,45.2288,1.0413,1.0413
-5.7996,45.2939,1.0413,1.0413
-5.8647,45.3589,1.0530,1.0530
-5.9297,45.4240,1.0396,1.0396
-5.9297,45.4890,1.0530,1.0530
-5.9948,45.5541,1.0413,1.0413
-5.9948,45.6191,1.0413,1.0413
-6.0598,45.6842,1.0530,1.0530
-6.0598,45.7492,1.0413,1.0413
-6.1249,45.8143,1.0713,1.0713
-6.1899,45.8793,1.0413,1.0413
-6.1899,45.9444,1.0530,1.0530
-6.2550,46.0094,1.0413,1.0413
-6.2550,46.0745,1.0413,1.0413
-6.3200,46.1395,1.0530,1.0530
-6.3851,46.2046,1.0396,1.0396
-6.3851,46.2696,1.0530,1.0530
-6.4501,46.3347,1.0413,1.0413
-6.4501,46.3997,1.0413,1.0413
-6.5152,46.4648,1.0530,1.0530
-6.5802,46.5298,1.0396,1.0396
-6.5802,46.5949,1.0530,1.0530
-6.6453,46.6599,1.0413,1.0413
-6.6453,46.7250,1.0413,1.0413
-6.7103,46.7900,1.0530,1.0530
-6.7754,46.8551,1.0396,1.0396
-6.7754,46.9201,1.0530,1.0530
-6.8404,46.9852,1.0413,1.0413
-6.8404,47.0502,1.0413,1.0413
-6.9055,47.1153,1.0530,1.0530
-6.9705,47.1803,1.0396,1.0396
-6.9705,47.2454,1.0530,1.0530
-7.0356,47.3104,1.0413,1.0413
-7.0356,47.3755,1.0413,1.0413
-7.1006,47.4405,1.0530,1.0530
-7.1006,47.5056,1.0413,1.0413
-7.1657,47.5706,1.0713,1.0713
-7.2307,47.6357,1.0413,1.0413
-7.2307,47.7007,1.0530,1.0530
-7.2958,47.7658,1.0413,1.0413
-7.2958,47.8308,1.0413,1.0413
-7.3608,47.8959,1.0530,1.0530
-7.4259,47.9609,1.0396,1.0396
-7.4259,48.0260,1.0530,1.0530
-7.4909,48.0910,1.0413,1.0413
-7.4909,48.1561,1.0413,1.0413
-7.5560,48.2211,1.0530,1.0530
-7.6210,48.2862,1.0396,1.0396
-7.6210,48.3512,1.0530,1.0530
-7.6861,48.4163,1.0413,1.0413
-7.6861,48.4813,1.0413,1.0413
-7.7511,48.5464,1.0530,1.0530
-7.8162,48.6114,1.0396,1.0396
-7.8162,48.6765,1.0530,1.0530
-7.8812,48.7415,1.0413,1.0413
-7.8812,48.8066,1.0413,1.0413
-7.9463,48.8716,1.0530,1.0530
-8.0113,48.9367,1.0396,1.0396
-8.0113,49.0017,1.0530,1.0530
-8.0764,49.0668,1.0413,1.0413
-8.0764,49.1318,1.0413,1.0413
-8.1414,49.1969,1.0530,1.0530
-8.2065,49.2619,1.0396,1.0396
-8.2065,49.3270,1.0530,1.0530
-8.2715,49.3920,1.0413,1.0413
-8.2715,49.4571,1.0413,1.0413
-8.3366,49.5221,1.0530,1.0530
-8.4016,49.5872,1.0396,1.0396
-8.4016,49.6522,1.0530,1.0530
-8.4667,49.7173,1.0413,1.0413
-8.4667,49.7823,1.0413,1.0413
-8.5317,49.8474,1.0530,1.0530
-8.5968,49.9124,1.0396,1.0396
-8.5968,49.9775,1.0530,1.0530
-8.6618,50.0425,1.0413,1.0413
-8.6618,50.1076,1.0413,1.0413
-8.7269,50.1726,1.0530,1.0530
-8.7919,50.2377,1.0396,1.0396
-8.7919,50.3027,1.0530,1.0530
-8.8570,50.3678,1.0413,1.0413
-8.8570,50.4328,1.0413,1.0413
-8.9220,50.4979,1.0530,1.0530
-8.9871,50.5629,1.0396,1.0396
-8.9871,50.6280,1.0530,1.0530
-9.0521,50.6930,1.0413,1.0413
-9.0521,50.7581,1.0413,1.0413
-9.1172,50.8231,1.0530,1.0530
-9.1822,50.8882,1.0396,1.0396
-9.1822,50.9532,1.0530,1.0530
-9.2473,51.0183,1.0413,1.0413
-9.2473,51.0833,1.0413,1.0413
-9.3123,51.1484,1.0530,1.0530
-9.3774,51.2134,1.0396,1.0396
-9.3774,51.2785,1.0530,1.0530
-9.4424,51.3435,1.0413,1.0413
-9.4424,51.4086,1.0413,1.0413
-9.5075,51.4736,1.0530,1.0530
-9.5725,51.5387,1.0396,1.0396
-9.5725,51.6037,1.0530,1.0530
-9.6376,51.6688,1.0413,1.0413
-9.6376,51.7338,1.0413,1.0413
-9.7026,51.7989,1.0530,1.0530
-9.7677,51.8639,1.0396,1.0396
-9.7677,51.9290,1.0530,1.0530
-9.8327,51.9940,1.0413,1.0413
-9.8327,52.0591,1.0413,1.0413
-9.8978,52.1241,1.0530,1.0530
-9.9628,52.1892,1.0396,1.0396
-9.9628,52.2542,1.0530,1.0530
-10.0279,52.3193,1.0413,1.0413
-10.0279,52.3843,1.0413,1.0413
-10.0929,52.4494,1.0530,1.0530
-10.1580,52.5144,1.0396,1.0396
-10.1580,52.5795,1.0530,1.0530
-10.2230,52.6445,1.0413,1.0413
-10.2230,52.7096,1.0413,1.0413
-10.2881,52.7746,1.0530,1.0530
-10.2881,52.8397,1.0413,1.0413
-10.3531,52.9047,1.0713,1.0713
-10.4182,52.9698,1.0413,1.0413
-10.4182,53.0348,1.0530,1.0530
-10.4832,53.0999,1.0413,1.0413
-10.4832,53.1649,1.0413,1.0413
-10.5483,53.2300,1.0530,1.0530
-10.6133,53.2950,1.0396,1.0396
-10.6133,53.3601,1.0530,1.0530
-10.6784,53.4251,1.0413,1.0413
-10.6784,53.4902,1.0413,1.0413
-10.7434,53.5552,1.0530,1.0530
-10.8085,53.6203,1.0396,1.0396
-10.8085,53.6853,1.0530,1.0530
-10.8735,53.7504,1.0413,1.0413
-10.8735,53.8154,1.0413,1.0413
-10.9386,53.8805,1.0530,1.0530
-11.0036,53.9455,1.0396,1.0396
-11.0036,54.0106,1.0530,1.0530
-11.0687,54.0756,1.0413,1.0413
-11.0687,54.1407,1.0413,1.0413
-11.1337,54.2057,1.0530,1.0530
-11.1337,54.2708,1.0413,1.0413
-11.1988,54.3358,1.0713,1.0713
-11.2638,54.4009,1.0413,1.0413
-11.2638,54.4659,1.0530,1.0530
-11.3289,54.5310,1.0413,1.0413
-11.3289,54.5960,1.0413,1.0413
-11.3939,54.6611,1.0530,1.0530
-11.4590,54.7261,1.0396,1.0396
-11.4590,54.7912,1.0530,1.0530
-11.5240,54.8562,1.0413,1.0413
-11.5240,54.9213,1.0413,1.0413
-11.5891,54.9863,1.0530,1.0530
-11.6541,55.0514,1.0396,1.0396
-11.6541,55.1164,1.0530,1.0530
-11.7192,55.1815,1.0413,1.0413
-11.7192,55.2465,1.0413,1.0413
-11.7842,55.3116,1.0530,1.0530
-11.7842,55.3766,1.0413,1.0413
-11.8493,55.4417,1.0713,1.0713
-11.9143,55.5067,1.0413,1.0413
-11.9143,55.5718,1.0530,1.0530
-11.9794,55.6368,1.0413,1.0413
-11.9794,55.7019,1.0413,1.0413
-12.0444,55.7669,1.0530,1.0530
-12.1095,55.8320,1.0396,1.0396
-12.1095,55.8970,1.0530,1.0530
-12.1745,55.9621,1.0413,1.0413
-12.1745,56.0271,1.0413,1.0413
-12.2396,56.0922,1.0530,1.0530
-12.2396,56.1572,1.0413,1.0413
-12.3046,56.2223,1.0713,1.0713
-12.3697,56.2873,1.0413,1.0413
-12.3697,56.3524,1.0530,1.0530
-12.4347,56.4174,1.0413,1.0413
-12.4347,56.4825,1.0413,1.0413
-12.4998,56.5475,1.0530,1.0530
-12.5648,56.6126,1.0396,1.0396
-12.5648,56.6776,1.0530,1.0530
-12.6299,56.7427,1.0413,1.0413
-12.6299,56.8077,1.0413,1.0413
-12.6949,56.8728,1.0530,1.0530
-12.6949,56.9378,1.0413,1.0413
-12.7600,57.0029,1.0713,1.0713
-12.8250,57.0679,1.0413,1.0413
-12.8250,57.1330,1.0530,1.0530
-12.8901,57.1980,1.0413,1.0413
-12.8901,57.2631,1.0413,1.0413
-12.9551,57.3281,1.0530,1.0530
-13.0202,57.3932,1.0396,1.0396
-13.0202,57.4582,1.0530,1.0530
-13.0852,57.5233,1.0413,1.0413
-13.0852,57.5883,1.0413,1.0413
-13.1503,57.6534,1.0413,1.0413
-13.1503,57.7184,1.0413,1.0413
-13.2153,57.7835,1.0530,1.0530
-13.2804,57.8485,1.0396,1.0396
-13.2804,57.9136,1.0530,1.0530
-13.3454,57.9786,1.0413,1.0413
-13.3454,58.0437,1.0413,1.0413
-13.4105,58.1087,1.0530,1.0530
-13.4105,58.1738,1.0413,1.0413
-13.4755,58.2388,1.0713,1.0713
-13.5406,58.3039,1.0413,1.0413
-13.5406,58.3689,1.0530,1.0530
-13.6056,58.4340,1.0413,1.0413
-13.6056,58.4990,1.0413,1.0413
-13.6707,58.5641,1.0530,1.0530
-13.6707,58.6291,1.0413,1.0413
-13.7357,58.6942,1.0713,1.0713
-13.8008,58.7592,1.0413,1.0413
-13.8008,58.8243,1.0530,1.0530
-13.8658,58.8893,1.0413,1.0413
-13.8658,58.9544,1.0413,1.0413
-13.9309,59.0194,1.0530,1.0530
-13.9309,59.0845,1.0413,1.0413
-13.9959,59.1495,1.0713,1.0713
-14.0610,59.2146,1.0413,1.0413
-14.0610,59.2796,1.0530,1.0530
-14.1260,59.3447,1.0413,1.0413
-14.1260,59.4097,1.0413,1.0413
-14.1911,59.4748,1.0530,1.0530
-14.2561,59.5398,1.0396,1.0396
-14.2561,59.6049,1.0530,1.0530
-14.3212,59.6699,1.0413,1.0413
-14.3212,59.7350,1.0413,1.0413
-14.3862,59.8000,1.0413,1.0413
-14.3862,59.8651,1.0413,1.0413
-14.4513,59.9301,1.0530,1.0530
-14.5163,59.9952,1.0396,1.0396
-14.5163,60.0602,1.0530,1.0530
-14.5814,60.1253,1.0413,1.0413
-14.5814,60.1903,1.0413,1.0413
-14.6464,60.2554,1.0413,1.0413
-14.6464,60.3204,1.0413,1.0413
-14.7115,60.3855,1.0530,1.0530
-14.7765,60.4505,1.0396,1.0396
-14.7765,60.5156,1.0530,1.0530
-14.8416,60.5806,1.0413,1.0413
-14.8416,60.6457,1.0413,1.0413
-14.9066,60.7107,1.0413,1.0413
-14.9066,60.7758,1.0413,1.0413
-14.9717,60.8408,1.0530,1.0530
-15.0367,60.9059,1.0396,1.0396
-15.0367,60.9709,1.0530,1.0530
-15.1018,61.0360,1.0413,1.0413
-15.1018,61.1010,1.0413,1.0413
-15.1668,61.1661,1.0413,1.0413
-15.1668,61.2311,1.0413,1.0413
-15.2319,61.2962,1.0530,1.0530
-15.2969,61.3612,1.0396,1.0396
-15.2969,61.4263,1.0530,1.0530
-15.3620,61.4913,1.0413,1.0413
-15.3620,61.5564,1.0413,1.0413
-15.4270,61.6214,1.0530,1.0530
-15.4270,61.6865,1.0413,1.0413
-15.4921,61.7515,1.0713,1.0713
-15.5571,61.8166,1.0413,1.0413
-15.5571,61.8816,1.0530,1.0530
-15.6222,61.9467,1.0413,1.0413
-15.6222,62.0117,1.0413,1.0413
-15.6872,62.0768,1.0530,1.0530
-15.6872,62.1418,1.0413,1.0413
-15.7523,62.2069,1.0713,1.0713
-15.8173,62.2719,1.0413,1.0413
-15.8173,62.3370,1.0530,1.0530
-15.8824,62.4020,1.0413,1.0413
-15.8824,62.4671,1.0413,1.0413
-15.9474,62.5321,1.0530,1.0530
-15.9474,62.5972,1.0413,1.0413
-16.0125,62.6622,1.0713,1.0713
-16.0775,62.7273,1.0413,1.0413
-16.0775,62.7923,1.0530,1.0530
-16.1426,62.8574,1.0413,1.0413
-16.1426,62.9224,1.0413,1.0413
-16.2076,62.9875,1.0530,1.0530
-16.2076,63.0525,1.0413,1.0413
-16.2727,63.1176,1.0713,1.0713
-16.3377,63.1826,1.0413,1.0413
-16.3377,63.2477,1.0530,1.0530
-16.4028,63.3127,1.0413,1.0413
-16.4028,63.3778,1.0413,1.0413
-16.4678,63.4428,1.0530,1.0530
-16.5329,63.5079,1.0396,1.0396
-16.5329,63.5729,1.0530,1.0530
-16.5979,63.6380,1.0413,1.0413
-16.5979,63.7030,1.0413,1.0413
-16.6630,63.7681,1.0530,1.0530
-16.6630,63.8331,1.0413,1.0413
-16.7280,63.8982,1.0713,1.0713
-16.7931,63.9632,1.0413,1.0413
-16.7931,64.0283,1.0530,1.0530
-16.8581,64.0933,1.0413,1.0413
-16.8581,64.1584,1.0413,1.0413
-16.9232,64.2234,1.0530,1.0530
-16.9882,64.2885,1.0396,1.0396
-16.9882,64.3535,1.0530,1.0530
-17.0533,64.4186,1.0413,1.0413
-17.0533,64.4836,1.0413,1.0413
-17.1183,64.5487,1.0530,1.0530
-17.1183,64.6137,1.0413,1.0413
-17.1834,64.6788,1.0713,1.0713
-17.2484,64.7438,1.0413,1.0413
-17.2484,64.8089,1.0530,1.0530
-17.3135,64.8739,1.0413,1.0413
-17.3135,64.9390,1.0413,1.0413
-17.3785,65.0040,1.0530,1.0530
-17.4436,65.0691,1.0396,1.0396
-17.4436,65.1341,1.0530,1.0530
-17.5086,65.1992,1.0413,1.0413
-17.5086,65.2642,1.0413,1.0413
-17.5737,65.3293,1.0530,1.0530
-17.6387,65.3943,1.0396,1.0396
-17.6387,65.4594,1.0530,1.0530
-17.7038,65.5244,1.0413,1.0413
-17.7038,65.5895,1.0413,1.0413
-17.7688,65.6545,1.0530,1.0530
-17.8339,65.7196,1.0396,1.0396
-17.8339,65.7846,1.0530,1.0530
-17.8989,65.8497,1.0413,1.0413
-17.8989,65.9147,1.0413,1.0413
-17.9640,65.9798,1.0530,1.0530
-18.0290,66.0448,1.0396,1.0396
-18.0290,66.1099,1.0530,1.0530
