# x_m,y_m,w_tr_right_m,w_tr_left_m,curvature
5.133,62.4971,1.0597,1.0597,-0.06510943433935579
5.133,62.5616,1.0597,1.0597,0.1370908950657597
5.1974,62.6261,1.0597,1.0597,0.20395551846846058
5.1974,62.6905,1.0597,1.0597,0.1493938564137326
5.2619,62.755,1.0613,1.0613,0.07140448769440715
5.2619,62.8194,1.0597,1.0597,0.016101296262290843
5.3264,62.8839,1.0792,1.0792,-0.06227428775982528
5.3264,62.9484,1.0597,1.0597,-0.0552246443649622
5.3908,63.0128,1.0872,1.0872,-0.030319983598662448
5.4553,63.0773,1.0597,1.0597,-0.005424139615755802
5.4553,63.1417,1.0792,1.0792,0.01213809892845097
5.5197,63.2062,1.0597,1.0597,0.027988708776138228
5.5197,63.2707,1.0613,1.0613,0.011676009265083392
5.5842,63.3351,1.0597,1.0597,-0.011383695111232887
5.5842,63.3996,1.0597,1.0597,-0.02771485370923927
5.6487,63.464,1.0597,1.0597,-0.050820996422167884
5.6487,63.5285,1.0597,1.0597,-0.05008141217998403
5.7131,63.593,1.0597,1.0597,0.018305495147196257
5.7131,63.6574,1.0597,1.0597,0.06659298714207028
5.7776,63.7219,1.0597,1.0597,0.13475207613260592
5.7776,63.7863,1.0597,1.0597,0.1825368260928739
5.842,63.8508,1.0597,1.0597,0.09875985308013716
5.842,63.9153,1.0597,1.0597,-0.07687016493631627
5.9065,63.9797,1.0597,1.0597,-0.3266395872036755
5.9065,64.0442,1.0597,1.0597,-0.5058205972116255
5.971,64.1086,1.0597,1.0597,-0.7597016678201539
5.971,64.1731,1.0597,1.0597,-0.6276558588212952
6.0354,64.2376,1.0597,1.0597,-0.233100253994317
6.0354,64.302,1.0597,1.0597,0.041844356388908946
6.0999,64.3665,1.0597,1.0597,0.4331460249654041
6.0999,64.4309,1.0597,1.0597,0.7138029694463818
6.1643,64.4954,1.0613,1.0613,0.7917686213845212
6.1643,64.5599,1.0597,1.0597,0.4502676195507428
6.2288,64.6243,1.0792,1.0792,-0.024369847674914978
6.2288,64.6888,1.0416,1.0416,-0.3598449518801513
6.2933,64.7532,1.0613,1.0613,-0.8417764640615734
6.3577,64.8177,1.0597,1.0597,-0.7140001699706114
6.3577,64.8822,1.0597,1.0597,-0.3956631433394466
6.4222,64.9466,1.0597,1.0597,0.04667060544568591
6.4222,65.0111,1.0597,1.0597,0.35978554674803864
6.4866,65.0755,1.0597,1.0597,0.8096003830722507
6.4866,65.14,1.0597,1.0597,0.8945541753463278
6.5511,65.2045,1.0597,1.0597,0.3994723867624059
6.5511,65.2689,1.0597,1.0597,0.05573749849152025
6.6156,65.3334,1.0597,1.0597,-0.4308531395164836
6.6156,65.3978,1.0597,1.0597,-0.7801909772096872
6.68,65.4623,1.0597,1.0597,-0.7722041492529698
6.68,65.5268,1.0597,1.0597,-0.4605490147968493
6.7445,65.5912,1.0597,1.0597,-0.02760639887776729
6.7445,65.6557,1.0597,1.0597,0.2774705382131775
6.8089,65.7201,1.0597,1.0597,0.7151276239693308
6.8089,65.7846,1.0597,1.0597,0.9125229826118223
6.8734,65.8491,1.0597,1.0597,0.47916863383911984
6.8734,65.9135,1.0597,1.0597,0.1771027336917552
6.9379,65.978,1.0597,1.0597,-0.24745323324621796
6.9379,66.0424,1.0597,1.0597,-0.5505322944584689
7.0023,66.1069,1.0597,1.0597,-0.706517110185545
7.0023,66.1714,1.0597,1.0597,-0.5460355168607609
7.0668,66.2358,1.0597,1.0597,-0.31950487140280737
7.0668,66.3003,1.0597,1.0597,-0.16132118054485475
7.1312,66.3647,1.0597,1.0597,0.06008478294568608
7.1312,66.4292,1.0597,1.0597,0.2126363675519637
7.1957,66.4937,1.0613,1.0613,0.1527298232735679
7.1957,66.5581,1.0416,1.0416,0.11000621584301135
7.2602,66.6226,1.0613,1.0613,0.049170071155227583
7.2602,66.687,1.0299,1.0299,0.0061125137645216595
7.3246,66.7515,1.0597,1.0597,-0.05483364840462848
7.3891,66.816,1.0597,1.0597,-0.04359083927720667
7.3891,66.8804,1.0597,1.0597,-0.030205296423673134
7.4535,66.9449,1.0597,1.0597,-0.011283868515874563
7.4535,67.0093,1.0597,1.0597,0.002075349894089687
7.518,67.0738,1.0597,1.0597,0.020995037891857162
7.518,67.1383,1.0597,1.0597,0.018239751342703177
7.5825,67.2027,1.0597,1.0597,0.004648194020820275
7.5825,67.2672,1.0416,1.0416,-0.0049728104606310474
7.6469,67.3316,1.0613,1.0613,-0.018563835764096495
7.6469,67.3961,1.0299,1.0299,-0.028194335426152902
7.7114,67.4606,1.0597,1.0597,-0.023211501718315458
7.7114,67.525,1.0299,1.0299,0.0014415472271509275
7.7758,67.5895,1.0597,1.0597,0.03632265356072682
7.8403,67.6539,1.0597,1.0597,0.07114515531158144
7.8403,67.7184,1.0597,1.0597,0.09571661369611939
7.9048,67.7829,1.0613,1.0613,0.08680224213380286
7.9048,67.8473,1.0416,1.0416,-0.0022452750434714883
7.9692,67.9118,1.0613,1.0613,-0.12836956422622334
7.9692,67.9762,1.0299,1.0299,-0.2179446795121423
8.0337,68.0407,1.0597,1.0597,-0.34562793688885773
8.0981,68.1052,1.0613,1.0613,-0.43433416525760216
8.0981,68.1696,1.0416,1.0416,-0.3473747558730545
8.1626,68.2341,1.0613,1.0613,-0.22426044971850262
8.1626,68.2985,1.0299,1.0299,-0.1378665216174917
8.2271,68.363,1.0597,1.0597,-0.016161306797373372
8.2915,68.4275,1.0613,1.0613,0.10533742083090479
8.2915,68.4919,1.0416,1.0416,0.1392148269994592
8.356,68.5564,1.0613,1.0613,0.0715331081712666
8.4204,68.6208,1.0613,1.0613,0.003728313557348523
8.4204,68.6853,1.0416,1.0416,-0.04430832489695237
8.4849,68.7498,1.0613,1.0613,-0.11210947414344104
8.5494,68.8142,1.0613,1.0613,-0.17944487771479276
8.5494,68.8787,1.0416,1.0416,-0.07737613844731611
8.6138,68.9431,1.0613,1.0613,0.0712102433706713
8.6783,69.0076,1.0613,1.0613,0.22067285905617187
8.6783,69.0721,1.0416,1.0416,0.3272186985226586
8.7427,69.1365,1.0613,1.0613,0.4783282676411656
8.8072,69.201,1.0613,1.0613,0.4670378476633794
8.8072,69.2654,1.0416,1.0416,0.2871844878566484
8.8717,69.3299,1.0613,1.0613,0.0346097723091947
8.9361,69.3944,1.0613,1.0613,-0.21722222054020157
8.9361,69.4588,1.0416,1.0416,-0.3964091422752385
9.0006,69.5233,1.0613,1.0613,-0.532743293426096
9.065,69.5877,1.0613,1.0613,-0.3699952558112582
9.065,69.6522,1.0416,1.0416,-0.2550535189158685
9.1295,69.7167,1.0613,1.0613,-0.09381963741387073
9.194,69.7811,1.0613,1.0613,0.06665448321593506
9.194,69.8456,1.0416,1.0416,0.18080037220200995
9.2584,69.91,1.0613,1.0613,0.1502516560850787
9.3229,69.9745,1.0695,1.0695,0.03551278859050811
9.3873,70.039,1.0613,1.0613,-0.07913975455668883
9.3873,70.1034,1.0416,1.0416,-0.15946702405627405
9.4518,70.1679,1.0613,1.0613,-0.27110610258675105
9.5163,70.2323,1.0613,1.0613,-0.21638107315744703
9.5163,70.2968,1.0416,1.0416,-0.012146961455944766
9.5807,70.3613,1.0613,1.0613,0.277418022849155
9.6452,70.4257,1.0695,1.0695,0.5791413664927931
9.7096,70.4902,1.0613,1.0613,0.8968751913159634
9.7096,70.5546,1.0416,1.0416,1.1232695883515262
9.7741,70.6191,1.0613,1.0613,0.7780858340382154
9.8386,70.6836,1.0613,1.0613,0.2915935595473663
9.8386,70.748,1.0416,1.0416,-0.039793775971090975
9.903,70.8125,1.0613,1.0613,-0.4961123758829754
9.9675,70.8769,1.0695,1.0695,-0.49507182803682
10.0319,70.9414,1.0613,1.0613,0.15117908416576228
10.0319,71.0059,1.0416,1.0416,0.6238748339990351
10.0964,71.0703,1.0613,1.0613,1.3520373172088145
10.1609,71.1348,1.0695,1.0695,2.0900349576724233
10.2253,71.1992,1.0613,1.0613,1.0324058024636054
10.2253,71.2637,1.0416,1.0416,0.32595067202684413
10.2898,71.3282,1.0613,1.0613,-0.6301718732550174
10.3542,71.3926,1.0695,1.0695,-1.4928694438310102
10.4187,71.4571,1.0613,1.0613,-0.8369121088650096
10.4187,71.5215,1.0416,1.0416,-0.36783447460973906
10.4832,71.586,1.0613,1.0613,0.28231442341438456
10.5476,71.6505,1.0695,1.0695,0.9281907499059726
10.6121,71.7149,1.0613,1.0613,0.9751477091824031
10.6121,71.7794,1.0416,1.0416,1.0127072061981055
10.6765,71.8438,1.0613,1.0613,1.0764989632526176
10.741,71.9083,1.0695,1.0695,1.064984522200996
10.8055,71.9728,1.0662,1.0662,0.21140131801097298
10.8699,72.0372,1.0613,1.0613,-0.641697397066224
10.8699,72.1017,1.0613,1.0613,-1.2592528797196707
10.9344,72.1661,1.0662,1.0662,-1.5205402582209613
10.9988,72.2306,1.0695,1.0695,-0.25970646190363067
11.0633,72.2951,1.0662,1.0662,0.9819766171262241
11.1278,72.3595,1.0613,1.0613,2.4083231587854366
11.1278,72.424,1.0613,1.0613,2.3697460518979945
11.1922,72.4884,1.0662,1.0662,0.9246253674486998
11.2567,72.5529,1.0662,1.0662,-0.3389390868821327
11.3211,72.6174,1.0662,1.0662,-1.627945766730514
11.3856,72.6818,1.0662,1.0662,-1.2272511451534724
11.4501,72.7463,1.0662,1.0662,-0.24592294295856046
11.4501,72.8107,1.0613,1.0613,0.43836783857554984
11.5145,72.8752,1.0662,1.0662,1.4407358518203197
11.579,72.9397,1.0662,1.0662,1.01144558948943
11.6434,73.0041,1.0662,1.0662,0.4735829295499798
11.7079,73.0686,1.0662,1.0662,-0.04253515842698061
11.7724,73.133,1.0662,1.0662,-0.34812457316142986
11.8368,73.1975,1.0662,1.0662,-0.21235203133414393
11.9013,73.262,1.0662,1.0662,-0.0733752765926368
11.9657,73.3264,1.0662,1.0662,0.06627311173868276
12.0302,73.3909,1.0662,1.0662,0.07954870409142999
12.0947,73.4553,1.0662,1.0662,0.04338743919762557
12.1591,73.5198,1.0662,1.0662,0.007368635657523642
12.2236,73.5843,1.0662,1.0662,-0.02421239827155048
12.288,73.6487,1.0662,1.0662,-0.020820747171157485
12.3525,73.7132,1.0662,1.0662,-0.01740685377116802
12.417,73.7776,1.0662,1.0662,-0.013984001162527526
12.4814,73.8421,1.0662,1.0662,0.000573888423998065
12.5459,73.9066,1.0662,1.0662,0.025972787437630252
12.6103,73.971,1.0662,1.0662,0.05137954117033136
12.6748,74.0355,1.0662,1.0662,0.07692980902941367
12.7393,74.0999,1.0662,1.0662,-0.018156324765122234
12.8037,74.1644,1.0662,1.0662,-0.12628812350801918
12.8037,74.2289,1.0662,1.0662,-0.202228337708684
12.8682,74.2933,1.0662,1.0662,-0.30603157109842605
12.9326,74.3578,1.0662,1.0662,0.09943786806624606
12.9971,74.4222,1.0662,1.0662,0.5087255766362311
13.0616,74.4867,1.0662,1.0662,0.9301551750844351
13.126,74.5512,1.0662,1.0662,0.9367052049202113
13.1905,74.6156,1.0662,1.0662,0.33010372379557573
13.2549,74.6801,1.0662,1.0662,-0.2621959833256177
13.3194,74.7445,1.0662,1.0662,-0.8665284689148985
13.3839,74.809,1.0662,1.0662,-0.9368961933149909
13.4483,74.8735,1.0662,1.0662,-0.6190657516531237
13.5128,74.9379,1.0662,1.0662,-0.30847495279768944
13.5772,75.0024,1.0662,1.0662,-0.006949071535614858
13.6417,75.0668,1.0662,1.0662,0.29645302918796024
13.7062,75.1313,1.0662,1.0662,0.6090615049463731
13.7706,75.1958,1.0662,1.0662,0.9291342468921484
13.8351,75.2602,1.0695,1.0695,0.8892956310696745
13.8995,75.3247,1.0613,1.0613,0.28362947298643437
13.8995,75.3891,1.0416,1.0416,-0.13488694003698545
13.964,75.4536,1.0613,1.0613,-0.7360051922633574
13.964,75.5181,1.0299,1.0299,-1.1712552375441079
14.0285,75.5825,1.0597,1.0597,-0.7723426856355549
14.0929,75.647,1.0613,1.0613,-0.3599703196508482
14.0929,75.7114,1.0597,1.0597,-0.07597469849894227
14.1574,75.7759,1.0597,1.0597,0.28338506191445484
14.1574,75.8404,1.0597,1.0597,0.2275597557747906
14.2218,75.9048,1.0597,1.0597,0.14721462962112913
14.2218,75.9693,1.0597,1.0597,0.08969185566973241
14.2218,76.0337,1.0299,1.0299,0.03200480112296851
14.2218,76.0982,1.0011,1.0011,-0.02601830887983317
14.2218,76.1627,0.9751,0.9751,-0.0841829039854826
14.2863,76.2271,1.013,1.013,-0.16592188319314577
14.2863,76.2916,0.9942,0.9942,-0.22311447452962985
14.2863,76.356,0.9751,0.9751,-0.27929369225630496
14.3508,76.4205,1.013,1.013,0.04357108903058097
14.3508,76.485,0.9942,0.9942,0.33274532387426475
14.3508,76.5494,0.9786,0.9786,0.6274217912909167
14.3508,76.6139,0.9663,0.9663,0.9283486163060601
14.4152,76.6783,1.0215,1.0215,0.9834459412468791
14.4152,76.7428,1.0164,1.0164,0.5273968780887442
14.4152,76.8073,1.0147,1.0147,0.08244012633505922
14.4152,76.8717,1.0147,1.0147,-0.35939643562205503
14.4152,76.9362,1.0147,1.0147,-0.8111394122851435
14.4152,77.0006,1.013,1.013,-1.195388795285363
14.4152,77.0651,0.9942,0.9942,-0.8711725200131741
14.4152,77.1296,0.9786,0.9786,-0.5461375909993319
14.4797,77.194,1.0299,1.0299,-0.09873776765340687
14.4797,77.2585,1.0215,1.0215,0.2142926497198262
14.4797,77.3229,1.0164,1.0164,0.33605040710302764
14.4797,77.3874,1.0147,1.0147,0.17922901787235257
14.4797,77.4519,1.0164,1.0164,0.020822072117539867
14.4797,77.5163,1.0215,1.0215,-0.13750367247185324
14.4797,77.5808,1.0299,1.0299,-0.29491436455619735
14.4797,77.6452,1.0416,1.0416,-0.30141829396937
14.4152,77.7097,0.9942,0.9942,0.14431305010514417
14.4152,77.7742,1.013,1.013,0.46212607989085536
14.4152,77.8386,1.0147,1.0147,0.7868094269536657
14.4152,77.9031,1.0147,1.0147,1.1147533809583727
14.4152,77.9675,1.0147,1.0147,0.9402278877941502
14.4152,78.032,1.0164,1.0164,0.47859996075900385
14.4152,78.0965,1.0215,1.0215,0.028021173274487794
14.4152,78.1609,1.0299,1.0299,-0.42100814480962745
14.4152,78.2254,1.0416,1.0416,-0.8811288386912327
14.4152,78.2898,1.0564,1.0564,-1.1558471579159038
14.3508,78.3543,1.013,1.013,-0.6929189530975155
14.3508,78.4188,1.0215,1.0215,-0.3697671326962146
14.3508,78.4832,1.0299,1.0299,-0.053883700587115245
14.3508,78.5477,1.0416,1.0416,0.26129465290714027
14.2863,78.6121,0.9942,0.9942,0.2500587505725617
14.2863,78.6766,1.013,1.013,0.09163540330104411
14.2863,78.7411,1.0215,1.0215,-0.06753455447192257
14.2863,78.8055,1.0299,1.0299,-0.22591737190336397
14.2863,78.87,1.0416,1.0416,-0.38241308436837
14.2863,78.9344,1.0564,1.0564,-0.12474938215019483
14.2218,78.9989,1.013,1.013,0.32134035587497634
14.2218,79.0634,1.0299,1.0299,0.643313563209989
14.2218,79.1278,1.0416,1.0416,0.9710911833413473
14.2218,79.1923,1.0564,1.0564,1.1451396710335902
14.2218,79.2567,1.0564,1.0564,0.6801966382357132
14.1574,79.3212,1.0299,1.0299,0.04000156617133886
14.1574,79.3857,1.0416,1.0416,-0.40960959388176077
14.1574,79.4501,1.0564,1.0564,-0.8687358719651783
14.1574,79.5146,1.0564,1.0564,-1.1639574954671548
14.1574,79.579,1.0416,1.0416,-0.8372573695330119
14.0929,79.6435,1.0416,1.0416,-0.3779332438684456
14.0929,79.708,1.0564,1.0564,-0.06143228761041088
14.0929,79.7724,1.0564,1.0564,0.2532091861902148
14.0929,79.8369,1.0416,1.0416,0.31892039952291323
14.0285,79.9013,1.0416,1.0416,0.09587542130882364
14.0285,79.9658,1.0564,1.0564,-0.06329429574804192
14.0285,80.0303,1.0564,1.0564,-0.22195677393450572
14.0285,80.0947,1.0416,1.0416,-0.3782948011423679
13.964,80.1592,1.0564,1.0564,-0.0022984361591822868
13.964,80.2236,1.0744,1.0744,0.3128695427883622
13.964,80.2881,1.0564,1.0564,0.6346359045315829
13.964,80.3526,1.0416,1.0416,0.9628473427820631
13.8995,80.417,1.0564,1.0564,0.9637808281750405
13.8995,80.4815,1.0744,1.0744,0.5015455892914557
13.8995,80.5459,1.0564,1.0564,0.051234928730256854
13.8995,80.6104,1.0416,1.0416,-0.3982388223537293
13.8351,80.6749,1.0564,1.0564,-1.050665679535656
13.8351,80.7393,1.0744,1.0744,-1.0379204147658452
13.8351,80.8038,1.0564,1.0564,-0.7093524981188019
13.7706,80.8682,1.0416,1.0416,-0.2543712173200944
13.7706,80.9327,1.0564,1.0564,0.0607584662957222
13.7706,80.9972,1.0744,1.0744,0.37726698730057845
13.7706,81.0616,1.0564,1.0564,0.257966505252349
13.7062,81.1261,1.0299,1.0299,0.03388472432206518
13.7062,81.1905,1.0416,1.0416,-0.12499435147349135
13.7062,81.255,1.0564,1.0564,-0.2830743169172417
13.7062,81.3195,1.0564,1.0564,-0.3258587576751984
13.6417,81.3839,1.0299,1.0299,0.11994263197570935
13.6417,81.4484,1.0416,1.0416,0.4374302290178703
13.6417,81.5128,1.0564,1.0564,0.7616959366670919
13.6417,81.5773,1.0564,1.0564,1.0900461097322556
13.5772,81.6418,1.0299,1.0299,0.7823347435905539
13.5772,81.7062,1.0416,1.0416,0.32550364989600544
13.5772,81.7707,1.0564,1.0564,-0.12328554490327108
13.5772,81.8351,1.0564,1.0564,-0.5750312108901147
13.5772,81.8996,1.0416,1.0416,-1.0389368287130463
13.5128,81.9641,1.0416,1.0416,-0.9099458222422825
13.5128,82.0285,1.0564,1.0564,-0.5828655006614109
13.5128,82.093,1.0564,1.0564,-0.26232348599330124
13.5128,82.1574,1.0416,1.0416,0.05237373667018791
13.4483,82.2219,1.0416,1.0416,0.35358196532762254
13.4483,82.2864,1.0564,1.0564,0.19653912463191095
13.4483,82.3508,1.0564,1.0564,0.03796098239459229
13.4483,82.4153,1.0416,1.0416,-0.12116371933215447
13.3839,82.4797,1.0416,1.0416,-0.3437313504397008
13.3839,82.5442,1.0564,1.0564,-0.20280969906432003
13.3839,82.6087,1.0564,1.0564,0.11202443458409056
13.3839,82.6731,1.0416,1.0416,0.4288363368614981
13.3194,82.7376,1.0416,1.0416,0.8895669006065153
13.3194,82.802,1.0564,1.0564,1.214753625329999
13.3194,82.8665,1.0564,1.0564,0.7946681696752588
13.3194,82.931,1.0416,1.0416,0.33692631438254045
13.2549,82.9954,1.0416,1.0416,-0.2974495703042946
13.2549,83.0599,1.0564,1.0564,-0.7541168500318192
13.2549,83.1243,1.0564,1.0564,-1.219543271326422
13.2549,83.1888,1.0416,1.0416,-0.918169845695686
13.1905,83.2533,1.0416,1.0416,-0.4577015022887859
13.1905,83.3177,1.0564,1.0564,-0.14080103983299427
13.1905,83.3822,1.0564,1.0564,0.17351610274732096
13.1905,83.4466,1.0416,1.0416,0.3562049936500462
13.126,83.5111,1.0416,1.0416,0.13614481062904465
13.126,83.5756,1.0564,1.0564,-0.021128343409723388
13.126,83.64,1.0564,1.0564,-0.177995541355155
13.126,83.7045,1.0416,1.0416,-0.33354939516955334
13.0616,83.7689,1.0416,1.0416,-0.08009375053083241
13.0616,83.8334,1.0564,1.0564,0.22832253551867418
13.0616,83.8979,1.0564,1.0564,0.5413634572669784
13.0616,83.9623,1.0416,1.0416,0.8608659100784917
12.9971,84.0268,1.0416,1.0416,1.0601374483481996
12.9971,84.0912,1.0564,1.0564,0.6200560502878365
12.9971,84.1557,1.0564,1.0564,0.18952371377206828
12.9971,84.2202,1.0416,1.0416,-0.23588005612071797
12.9326,84.2846,1.0416,1.0416,-0.8493986735530976
12.9326,84.3491,1.0564,1.0564,-1.0522890824598734
12.9326,84.4135,1.0564,1.0564,-0.8212463079544597
12.9326,84.478,1.0416,1.0416,-0.5880595768215368
12.8682,84.5425,1.0416,1.0416,-0.26688644417579316
12.8682,84.6069,1.0564,1.0564,-0.04572530122429305
12.8682,84.6714,1.0564,1.0564,0.15330459425070997
12.8682,84.7358,1.0416,1.0416,0.34419246041450563
12.8037,84.8003,1.0416,1.0416,0.6231077112188003
12.8037,84.8648,1.0564,1.0564,0.8255496668929634
12.8037,84.9292,1.0564,1.0564,1.0258548514607664
12.8037,84.9937,1.0416,1.0416,0.6831503709811816
12.7393,85.0581,1.0416,1.0416,0.19601463313483367
12.7393,85.1226,1.0564,1.0564,-0.14220513233733015
12.7393,85.1871,1.0564,1.0564,-0.4787297102417303
12.7393,85.2515,1.0416,1.0416,-0.8085109097214488
12.6748,85.316,1.0416,1.0416,-0.8781812484132135
12.6748,85.3804,1.0564,1.0564,-0.9350401802056442
12.6748,85.4449,1.0564,1.0564,-0.9968346014559758
12.6748,85.5094,1.0416,1.0416,-1.0613736342075215
12.6103,85.5738,1.0416,1.0416,-0.6966500006628862
12.6103,85.6383,1.0564,1.0564,-0.15760436990536797
12.6103,85.7027,1.0564,1.0564,0.3810474528615395
12.6103,85.7672,1.0416,1.0416,0.9357516596049248
12.5459,85.8317,1.0416,1.0416,1.5260038870698276
12.5459,85.8961,1.0564,1.0564,0.8504749702605597
12.5459,85.9606,1.0564,1.0564,0.19870677815755922
12.5459,86.025,1.0416,1.0416,-0.4407707316979404
12.4814,86.0895,1.0416,1.0416,-1.3775073570071756
12.4814,86.154,1.0564,1.0564,-1.4020872085354605
12.4814,86.2184,1.0564,1.0564,-0.7255448268041621
12.4814,86.2829,1.0416,1.0416,-0.07065276861868901
12.417,86.3473,1.0416,1.0416,0.8585963265179227
12.417,86.4118,1.0564,1.0564,1.5461734005657068
12.417,86.4763,1.0564,1.0564,1.1447831772910206
12.417,86.5407,1.0416,1.0416,0.6062002665274107
12.3525,86.6052,1.0416,1.0416,-0.13062840029358128
12.3525,86.6696,1.0564,1.0564,-0.6454380602466274
12.3525,86.7341,1.0564,1.0564,-1.0536333770704327
12.3525,86.7986,1.0416,1.0416,-1.0387923202075315
12.288,86.863,1.0416,1.0416,-1.0255815937365924
12.288,86.9275,1.0564,1.0564,-1.0222205000407703
12.288,86.9919,1.0564,1.0564,-1.023984756136377
12.288,87.0564,1.0416,1.0416,-0.7187557662446846
12.2236,87.1209,1.0416,1.0416,-0.023813964404409645
12.2236,87.1853,1.0564,1.0564,0.4716852139886184
12.2236,87.2498,1.0564,1.0564,0.9823526401274214
12.2236,87.3142,1.0416,1.0416,1.4936481080239439
12.1591,87.3787,1.0416,1.0416,0.7242188416692554
12.1591,87.4432,1.0564,1.0564,0.15266355545666183
12.1591,87.5076,1.0564,1.0564,-0.4101420667755332
12.1591,87.5721,1.0416,1.0416,-0.9880359696802878
12.0947,87.6365,1.0416,1.0416,-1.1185565369206736
12.0947,87.701,1.0564,1.0564,-0.7784023977733282
12.0947,87.7655,1.0564,1.0564,-0.44403102810992673
12.0947,87.8299,1.0416,1.0416,-0.11880798166308779
12.0302,87.8944,1.0416,1.0416,0.30983318713396857
12.0302,87.9588,1.0564,1.0564,0.26844391208621343
12.0302,88.0233,1.0564,1.0564,0.22553946259550606
12.0302,88.0878,1.0416,1.0416,0.1816459572701178
11.9657,88.1522,1.0416,1.0416,0.11869429100568016
11.9657,88.2167,1.0564,1.0564,0.030820550379112008
11.9657,88.2811,1.0744,1.0744,-0.12209503156369815
11.9657,88.3456,1.0564,1.0564,-0.2755570283752656
11.9013,88.4101,1.0416,1.0416,-0.4937966525391206
11.9013,88.4745,1.0564,1.0564,-0.6475555624505072
11.9013,88.539,1.0744,1.0744,-0.671661757842472
11.9013,88.6034,1.0564,1.0564,-0.6453386698082916
11.8368,88.6679,1.0416,1.0416,-0.612005154802951
11.8368,88.7324,1.0564,1.0564,-0.5915337385398916
11.8368,88.7968,1.0744,1.0744,-0.5738344340576855
11.8368,88.8613,1.0564,1.0564,-0.46502262408292533
11.7724,88.9257,1.0416,1.0416,-0.2624173051010557
11.7724,88.9902,1.0564,1.0564,-0.11862249488660791
11.7724,89.0547,1.0744,1.0744,0.024948169165380295
11.7724,89.1191,1.0564,1.0564,0.1682063829431584
11.7079,89.1836,1.0299,1.0299,0.16972050920906637
11.7079,89.248,1.0416,1.0416,0.04026540020474951
11.7079,89.3125,1.0564,1.0564,-0.08941975169439156
11.7079,89.377,1.0564,1.0564,-0.21941566332456186
11.6434,89.4414,1.0349,1.0349,-0.40351569379021596
11.6434,89.5059,1.0564,1.0564,-0.4823637599236673
11.6434,89.5703,1.0744,1.0744,-0.4540714897812907
11.6434,89.6348,1.0564,1.0564,-0.42625301612404604
11.579,89.6993,1.0416,1.0416,-0.3881466145988271
11.579,89.7637,1.0564,1.0564,-0.3622094661339233
11.579,89.8282,1.0744,1.0744,-0.3371017350967172
11.579,89.8926,1.0564,1.0564,-0.29650924209290813
11.5145,89.9571,1.0416,1.0416,-0.19159015387290046
11.5145,90.0216,1.0564,1.0564,-0.11694872167756395
11.5145,90.086,1.0744,1.0744,-0.042341964230749846
11.5145,90.1505,1.0564,1.0564,0.032344992818430014
11.4501,90.2149,1.0416,1.0416,0.1375981899910415
11.4501,90.2794,1.0564,1.0564,0.19635600982545215
11.4501,90.3439,1.0744,1.0744,0.09644882588504196
11.4501,90.4083,1.0564,1.0564,-0.0029843513424929404
11.3856,90.4728,1.0416,1.0416,-0.14407662529651957
11.3856,90.5372,1.0564,1.0564,-0.244380248065646
11.3856,90.6017,1.0564,1.0564,-0.34554163639270236
11.3856,90.6662,1.0416,1.0416,-0.44702658170642756
11.3211,90.7306,1.0416,1.0416,-0.40045647611351326
11.3211,90.7951,1.0564,1.0564,-0.2774075112153325
11.3211,90.8595,1.0564,1.0564,-0.15509288119498985
11.2567,90.924,1.0349,1.0349,0.01681835169380279
11.2567,90.9885,1.0564,1.0564,0.13799340522498377
11.2567,91.0529,1.0744,1.0744,0.2589009960526727
11.2567,91.1174,1.0564,1.0564,0.15802755466449925
11.2567,91.1818,1.0416,1.0416,0.020708829492145645
11.1922,91.2463,1.0564,1.0564,-0.17445367816660515
11.1922,91.3108,1.0744,1.0744,-0.31366339718151426
11.1922,91.3752,1.0564,1.0564,-0.4535923200899969
11.1922,91.4397,1.0349,1.0349,-0.5934078947727925
11.1278,91.5041,1.0564,1.0564,-0.4512737327406392
11.1278,91.5686,1.0564,1.0564,-0.3267748026874268
11.1278,91.6331,1.0416,1.0416,-0.20356843943948313
11.0633,91.6975,1.0416,1.0416,-0.031168304349613825
11.0633,91.762,1.0564,1.0564,0.09074674110175987
11.0633,91.8264,1.0744,1.0744,0.11756032087949356
11.0633,91.8909,1.0564,1.0564,0.12964228920812423
10.9988,91.9554,1.0416,1.0416,0.14630385692737571
10.9988,92.0198,1.0564,1.0564,0.1576778473443975
10.9988,92.0843,1.0744,1.0744,0.16867102952509294
10.9988,92.1487,1.0564,1.0564,0.09867257685990052
10.9344,92.2132,1.0299,1.0299,-0.13849968763202677
10.9344,92.2777,1.0416,1.0416,-0.307688205875715
10.9344,92.3421,1.0564,1.0564,-0.47940266720964936
10.9344,92.4066,1.0744,1.0744,-0.6539226727506748
10.9344,92.471,1.0564,1.0564,-0.8146930836123429
10.9344,92.5355,1.0416,1.0416,-0.5768791156693522
10.9344,92.6,1.0299,1.0299,-0.33909972818012013
10.9344,92.6644,1.0215,1.0215,-0.10466428627305996
10.9344,92.7289,1.0164,1.0164,0.12773806848094038
10.8699,92.7933,1.0744,1.0744,0.42455612831733824
10.8699,92.8578,1.0564,1.0564,0.16546668715785084
10.8699,92.9223,1.0416,1.0416,-0.09346651969604407
10.8699,92.9867,1.0299,1.0299,-0.35472188398768895
10.8699,93.0512,1.0215,1.0215,-0.6208582163055295
10.8699,93.1156,1.0164,1.0164,-0.8882187219798513
10.8699,93.1801,1.0147,1.0147,-0.8194560218055018
