# x_m,y_m,w_tr_right_m,w_tr_left_m,curvature
-42.503,35.0372,1.0662,1.0662,0.2877543540505403
-42.5674,35.1016,1.0662,1.0662,0.13664186438961493
-42.6319,35.1661,1.0662,1.0662,-0.014725711472252398
-42.6963,35.2306,1.0662,1.0662,-0.16652393598401935
-42.7608,35.295,1.0662,1.0662,-0.31927431937630235
-42.8253,35.3595,1.0662,1.0662,-0.47205642794482255
-42.8897,35.4239,1.0662,1.0662,-0.35518501586021445
-42.9542,35.4884,1.0662,1.0662,-0.23866603996583954
-43.0186,35.5529,1.0662,1.0662,-0.12343018502119282
-43.0831,35.6173,1.0662,1.0662,-0.008855408918332891
-43.0831,35.6818,1.0416,1.0416,0.0601047925822346
-43.1476,35.7462,1.0613,1.0613,0.1065696782783812
-43.212,35.8107,1.0662,1.0662,0.1527523441226622
-43.2765,35.8752,1.0695,1.0695,0.19820373292150073
-43.3409,35.9396,1.0662,1.0662,0.24223027758290358
-43.3409,36.0041,1.0416,1.0416,0.15077088274888129
-43.4054,36.0685,1.0613,1.0613,-0.14302383749123154
-43.4699,36.133,1.0792,1.0792,-0.44113648451164567
-43.5343,36.1975,1.0597,1.0597,-0.7480233437193539
-43.5343,36.2619,1.0613,1.0613,-0.9657364979361008
-43.5988,36.3264,1.0597,1.0597,-1.024288940117924
-43.5988,36.3908,1.0416,1.0416,-0.9240524999366504
-43.6632,36.4553,1.0613,1.0613,-0.7942178226137192
-43.6632,36.5198,1.0299,1.0299,-0.7126871986553148
-43.6632,36.5842,1.0011,1.0011,-0.6400384588797942
-43.7277,36.6487,1.0349,1.0349,-0.3983002018383151
-43.7277,36.7131,1.013,1.013,-0.20501721658690067
-43.7277,36.7776,0.9942,0.9942,-0.010092197919859444
-43.7277,36.8421,0.9751,0.9751,0.1851043691851901
-43.7922,36.9065,1.013,1.013,0.23988200451035882
-43.7922,36.971,0.9942,0.9942,0.011130046189519363
-43.7922,37.0354,0.9786,0.9786,-0.21696574342644803
-43.7922,37.0999,0.9663,0.9663,-0.4461801356914833
-43.7922,37.1644,0.9574,0.9574,-0.6750985824921175
-43.7922,37.2288,0.9521,0.9521,-0.8005244572958786
-43.8566,37.2933,1.0147,1.0147,-0.7905148358325254
-43.8566,37.3577,1.0147,1.0147,-0.7896257056289551
-43.8566,37.4222,1.0147,1.0147,-0.793875688840013
-43.8566,37.4867,1.0147,1.0147,-0.8032669243206833
-43.8566,37.5511,1.0147,1.0147,-0.617133187577743
-43.8566,37.6156,1.0147,1.0147,-0.3878744847512395
-43.8566,37.68,1.0147,1.0147,-0.1591990847684754
-43.8566,37.7445,1.0147,1.0147,0.06898075879025278
-43.7922,37.809,0.9521,0.9521,0.32873832834444033
-43.7922,37.8734,0.9574,0.9574,0.1353024572804624
-43.7922,37.9379,0.9663,0.9663,-0.0585619511167395
-43.7922,38.0023,0.9786,0.9786,-0.25243042265833465
-43.7922,38.0668,0.9942,0.9942,-0.44667010407371677
-43.7277,38.1313,0.9521,0.9521,-0.6635738392156297
-43.7277,38.1957,0.9751,0.9751,-0.7393466686689186
-43.7277,38.2602,1.0011,1.0011,-0.8176113075026803
-43.7277,38.3246,1.0299,1.0299,-0.8962720543429316
-43.6632,38.3891,1.0062,1.0062,-1.0028340384241796
-43.6632,38.4536,1.0416,1.0416,-1.0341769459695787
-43.6632,38.518,1.0613,1.0613,-1.0384967157961569
-43.5988,38.5825,1.0695,1.0695,-1.0699909289665532
-43.5343,38.6469,1.0662,1.0662,-1.1297908369277645
-43.4699,38.7114,1.0662,1.0662,-1.2154233474832958
-43.4054,38.7759,1.0662,1.0662,-1.2931651660818755
-43.3409,38.8403,1.0695,1.0695,-0.8723898605047246
-43.2765,38.9048,1.0662,1.0662,-0.4462088938977436
-43.212,38.9048,1.0416,1.0416,-0.15216289190254625
-43.1476,38.9692,1.0613,1.0613,0.2605365407692815
-43.0831,39.0337,1.0597,1.0597,0.25628419921408435
-43.0186,39.0337,1.0597,1.0597,0.23751041721795518
-42.9542,39.0337,1.0299,1.0299,0.21772808215169948
-42.8897,39.0982,1.0597,1.0597,0.18838556814648763
-42.8253,39.0982,1.0299,1.0299,0.09330344729933521
-42.7608,39.1626,1.0597,1.0597,-0.21010014599512203
-42.6963,39.1626,1.0349,1.0349,-0.4278051666305828
-42.6319,39.1626,1.013,1.013,-0.6505849794164915
-42.5674,39.1626,0.9942,0.9942,-0.8777112507181866
-42.503,39.2271,1.0349,1.0349,-0.7497037806329302
-42.4385,39.2271,1.013,1.013,-0.43062809780593336
-42.374,39.2915,1.0564,1.0564,0.01146907133065719
-42.3096,39.2915,1.0349,1.0349,0.3193878939970958
-42.2451,39.2915,1.013,1.013,0.5317540823489694
-42.1807,39.2915,0.9942,0.9942,0.15340531780237182
-42.1162,39.2915,0.9786,0.9786,-0.22568715840220435
-42.0517,39.356,1.0299,1.0299,-0.776446737419416
-41.9873,39.356,1.0215,1.0215,-1.1737875042247674
-41.9228,39.356,1.013,1.013,-1.1385587780477147
-41.8584,39.356,0.9942,0.9942,-0.5991908202941105
-41.7939,39.356,0.9786,0.9786,-0.07609457597076832
-41.7294,39.4205,1.0299,1.0299,0.6620276252359572
-41.665,39.4205,1.0215,1.0215,1.200605041211871
-41.6005,39.4205,1.0164,1.0164,1.045878321927855
-41.5361,39.4205,1.0147,1.0147,0.7750722970569803
-41.4716,39.4205,1.013,1.013,0.507215716089044
-41.4071,39.4205,0.9942,0.9942,0.24690444026533598
-41.3427,39.4205,0.9786,0.9786,-0.007824135821539072
-41.2782,39.4205,0.9663,0.9663,-0.20150832230670718
-41.2138,39.4849,1.0215,1.0215,-0.45443162516768637
-41.1493,39.4849,1.0164,1.0164,-0.6389279981567154
-41.0848,39.4849,1.0147,1.0147,-0.8258826459909716
-41.0204,39.4849,1.0147,1.0147,-0.9711039658942946
-40.9559,39.4849,1.0147,1.0147,-0.6913684674535674
-40.8915,39.4849,1.0147,1.0147,-0.4148071921075077
-40.827,39.5494,1.0792,1.0792,-0.032169939539497296
-40.7625,39.5494,1.0792,1.0792,0.23659660172505143
-40.6981,39.5494,1.0792,1.0792,0.285106580006656
-40.6336,39.5494,1.0792,1.0792,0.10738079187754267
-40.5692,39.5494,1.0792,1.0792,-0.07110302659347625
-40.5047,39.5494,1.0792,1.0792,-0.24966675152146292
-40.4402,39.5494,1.0792,1.0792,-0.42637989028697576
-40.3758,39.5494,1.0744,1.0744,-0.2937811105103169
-40.3113,39.5494,1.0564,1.0564,0.14363997432178816
-40.2469,39.5494,1.0416,1.0416,0.5837451087889098
-40.1824,39.5494,1.0299,1.0299,1.0332700322862893
-40.1179,39.5494,1.0215,1.0215,1.475273019369146
-40.0535,39.5494,1.0164,1.0164,1.2433013405292197
-39.989,39.5494,1.0147,1.0147,0.41443564754290374
-39.9246,39.5494,1.0147,1.0147,-0.38703869157635945
-39.8601,39.5494,1.0147,1.0147,-1.2456252952748035
-39.7956,39.5494,1.0147,1.0147,-2.1976011447475376
-39.7312,39.5494,1.0147,1.0147,-2.395569394810243
-39.6667,39.5494,1.0147,1.0147,-1.4381851665934724
-39.6023,39.5494,1.0147,1.0147,-0.5652141840059351
-39.5378,39.6138,1.0792,1.0792,0.5680496713090625
-39.4733,39.6138,1.0792,1.0792,1.4042372724730008
-39.4089,39.6138,1.0792,1.0792,1.377994962658666
-39.3444,39.6138,1.0792,1.0792,0.9552895650298038
-39.28,39.6138,1.0792,1.0792,0.5302165924687099
-39.2155,39.5494,1.0147,1.0147,-0.05761671330784841
-39.151,39.5494,1.0147,1.0147,-0.4092446997703438
-39.0866,39.5494,1.0147,1.0147,-0.3218530036672977
-39.0221,39.5494,1.0147,1.0147,-0.23271731663101786
-38.9577,39.5494,1.0147,1.0147,-0.14288339048838425
-38.8932,39.5494,1.0147,1.0147,-0.052503747948047554
-38.8287,39.5494,1.0147,1.0147,0.03400997511508099
-38.7643,39.5494,1.0164,1.0164,0.09262493046608813
-38.6998,39.5494,1.0215,1.0215,0.15109173123107347
-38.6354,39.5494,1.0299,1.0299,0.20894538389863165
-38.5709,39.5494,1.0416,1.0416,0.26599123347565345
-38.5064,39.5494,1.0564,1.0564,0.27364865487249773
-38.442,39.5494,1.0744,1.0744,-0.04552490133790744
-38.3775,39.5494,1.0792,1.0792,-0.36626107171766165
-38.3131,39.5494,1.0792,1.0792,-0.6942912847780145
-38.2486,39.5494,1.0792,1.0792,-1.0303064683300438
-38.1841,39.5494,1.0792,1.0792,-1.2528302210171973
-38.1197,39.5494,1.0792,1.0792,-0.7354943524671232
-38.0552,39.5494,1.0792,1.0792,-0.23086429055235513
-37.9908,39.5494,1.0792,1.0792,0.2652715035475144
-37.9263,39.5494,1.0792,1.0792,0.7709529658018883
-37.8618,39.5494,1.0792,1.0792,1.2674597017309739
-37.7974,39.5494,1.0792,1.0792,0.9902585742023534
-37.7329,39.5494,1.0792,1.0792,0.7063101929439439
-37.6685,39.4849,1.0147,1.0147,0.31570028946695633
-37.604,39.4849,1.0147,1.0147,0.04743870512267704
-37.5395,39.4849,1.0147,1.0147,-0.16576235929043806
-37.4751,39.4849,1.0164,1.0164,-0.3131502340254378
-37.4106,39.4849,1.0215,1.0215,-0.46394595635580493
-37.3462,39.4849,1.0299,1.0299,-0.61755903203317
-37.2817,39.4849,1.0416,1.0416,-0.772352068763014
-37.2172,39.4849,1.0564,1.0564,-0.7936223085156657
-37.1528,39.4849,1.0744,1.0744,-0.6472678822644671
-37.0883,39.4849,1.0792,1.0792,-0.5007942940119665
-37.0239,39.4849,1.0792,1.0792,-0.3571832580150349
-36.9594,39.4849,1.0792,1.0792,-0.2165641950372782
-36.8949,39.4849,1.0792,1.0792,-0.02791154766114222
-36.8305,39.4849,1.0792,1.0792,0.2566331807240024
-36.766,39.4849,1.0792,1.0792,0.5477072189431399
-36.7016,39.4205,1.0164,1.0164,0.973188106105228
-36.6371,39.4205,1.0215,1.0215,1.2729081821006611
-36.5726,39.4205,1.0299,1.0299,0.955116675847027
-36.5082,39.4205,1.0416,1.0416,0.3417144647042811
-36.4437,39.4205,1.0564,1.0564,-0.25877682157445053
-36.3793,39.4205,1.0744,1.0744,-0.869208791873838
-36.3148,39.4205,1.0792,1.0792,-1.4985931030388877
-36.2503,39.4205,1.0792,1.0792,-1.2478170584447832
-36.1859,39.356,1.0147,1.0147,-0.2773228791859188
-36.1214,39.356,1.0147,1.0147,0.3904846948198998
-36.057,39.356,1.0164,1.0164,1.0751009290539666
-35.9925,39.356,1.0215,1.0215,1.7764949894562918
-35.928,39.356,1.0299,1.0299,1.0800573981258605
-35.8636,39.356,1.0416,1.0416,0.36585570117904914
-35.7991,39.356,1.0564,1.0564,-0.33176836610996824
-35.7347,39.356,1.0744,1.0744,-1.044538483577708
-35.6702,39.2915,1.0147,1.0147,-1.5244869799008116
-35.6057,39.2915,1.0147,1.0147,-0.8202530638415674
-35.5413,39.2915,1.0164,1.0164,-0.1414957329856154
-35.4768,39.2915,1.0215,1.0215,0.5312303588694947
-35.4124,39.2915,1.0299,1.0299,1.2251602781123507
-35.3479,39.2915,1.0416,1.0416,1.5422281313218675
-35.2834,39.2915,1.0564,1.0564,0.8952743333447388
-35.219,39.2915,1.0744,1.0744,0.2676890909846395
-35.1545,39.2915,1.0792,1.0792,-0.3493134944186831
-35.0901,39.2915,1.0744,1.0744,-0.9799109711409529
-35.0256,39.2271,1.0164,1.0164,-1.1898314186865397
-34.9611,39.2271,1.0215,1.0215,-0.8218508126118069
-34.8967,39.2271,1.0299,1.0299,-0.460776143269121
-34.8322,39.2271,1.0416,1.0416,-0.10924925287964583
-34.7678,39.2271,1.0564,1.0564,0.23864995031230268
-34.7033,39.2271,1.0744,1.0744,0.3228583267105466
-34.6388,39.2271,1.0744,1.0744,0.22941907783338192
-34.5744,39.2271,1.0564,1.0564,0.13464522447042182
-34.5099,39.1626,1.0299,1.0299,-0.0007076141086422154
-34.4455,39.1626,1.0416,1.0416,-0.09634647593605308
-34.381,39.1626,1.0564,1.0564,-0.0803354170187504
-34.3165,39.1626,1.0744,1.0744,-0.05459159078202903
-34.2521,39.1626,1.0744,1.0744,-0.028964192116418118
-34.1876,39.1626,1.0564,1.0564,-0.003339130739157645
-34.1232,39.0982,1.0215,1.0215,0.025459634213416328
-34.0587,39.0982,1.0299,1.0299,0.01946937481359707
-33.9942,39.0982,1.0416,1.0416,0.013471756397725833
-33.9298,39.0982,1.0564,1.0564,0.0074786948995586655
-33.8653,39.0982,1.0744,1.0744,0.0014740961414995367
-33.8009,39.0337,1.0215,1.0215,-0.004022711502911315
-33.7364,39.0337,1.0299,1.0299,-0.0045855378220496954
-33.6719,39.0337,1.0416,1.0416,-0.005148671915052679
-33.6075,39.0337,1.0564,1.0564,-0.005711342994730429
-33.543,39.0337,1.0744,1.0744,-0.006275401456195116
-33.4786,38.9692,1.0164,1.0164,-0.001290805458343778
-33.4141,38.9692,1.0215,1.0215,0.004829904091973916
-33.3496,38.9692,1.0299,1.0299,0.010949322460038312
-33.2852,38.9692,1.0416,1.0416,0.01705594526580841
-33.2207,38.9692,1.0564,1.0564,0.023166639973633697
-33.1563,38.9048,1.013,1.013,-0.0010860553418369449
-33.0918,38.9048,1.0299,1.0299,-0.022851739122308586
-33.0273,38.9048,1.0416,1.0416,-0.04464397874864402
-32.9629,38.9048,1.0564,1.0564,-0.06645174339156906
-32.8984,38.9048,1.0744,1.0744,-0.08006308657683488
-32.834,38.8403,1.0215,1.0215,0.0316252997103594
-32.7695,38.8403,1.0299,1.0299,0.11056291161560712
-32.705,38.8403,1.0416,1.0416,0.18903900600755977
-32.6406,38.8403,1.0564,1.0564,0.2664732852546265
-32.5761,38.8403,1.0744,1.0744,0.19667964586405146
-32.5117,38.7759,1.0215,1.0215,-0.21155468820645834
-32.4472,38.7759,1.0299,1.0299,-0.5047525459052694
-32.3827,38.7759,1.0416,1.0416,-0.8046492690624871
-32.3183,38.7759,1.0564,1.0564,-1.1050634936291153
-32.2538,38.7114,1.013,1.013,-0.6925192393140573
-32.1894,38.7114,1.0299,1.0299,-0.2613025205413523
-32.1249,38.7114,1.0416,1.0416,0.1637465427317497
-32.0604,38.7114,1.0564,1.0564,0.5933111466230546
-31.996,38.7114,1.0744,1.0744,1.0325405211975842
-31.9315,38.6469,1.0299,1.0299,0.863166504777173
-31.8671,38.6469,1.0416,1.0416,0.6141134443986849
-31.8026,38.6469,1.0564,1.0564,0.3693991742764961
-31.7381,38.6469,1.0744,1.0744,0.13025675638749099
-31.6737,38.6469,1.0564,1.0564,-0.0998951306614124
-31.6092,38.5825,1.0416,1.0416,-0.2838009738560476
-31.5448,38.5825,1.0564,1.0564,-0.41645617726981976
-31.4803,38.5825,1.0744,1.0744,-0.5515977111151795
-31.4158,38.5825,1.0564,1.0564,-0.6875604152936923
-31.3514,38.518,1.0416,1.0416,-0.6708862996560477
-31.2869,38.518,1.0564,1.0564,-0.5407129613303905
-31.2225,38.518,1.0564,1.0564,-0.41156022107540663
-31.158,38.4536,1.0299,1.0299,-0.23252466875139413
-31.0935,38.4536,1.0416,1.0416,-0.10836717766535653
-31.0291,38.4536,1.0564,1.0564,0.09227307219391268
-30.9646,38.4536,1.0564,1.0564,0.31250787380995704
-30.9002,38.3891,1.0349,1.0349,0.6320040794399723
-30.8357,38.3891,1.0564,1.0564,0.8629708809700565
-30.7712,38.3891,1.0744,1.0744,1.0899274533294725
-30.7068,38.3891,1.0564,1.0564,0.7372144476553404
-30.6423,38.3246,1.0416,1.0416,0.10493652098189196
-30.5779,38.3246,1.0564,1.0564,-0.33623076394894225
-30.5134,38.3246,1.0564,1.0564,-0.7865493935813482
-30.4489,38.2602,1.0349,1.0349,-1.0133360819764423
-30.3845,38.2602,1.0564,1.0564,-0.7323311012622568
-30.32,38.2602,1.0744,1.0744,-0.45349376993527013
-30.2556,38.1957,1.0349,1.0349,-0.06953029396725055
-30.1911,38.1957,1.0564,1.0564,0.1997321279357069
-30.1266,38.1957,1.0744,1.0744,0.26450887957784047
-30.0622,38.1313,1.0349,1.0349,0.1627158018714456
-29.9977,38.1313,1.0564,1.0564,0.08969844385116017
-29.9333,38.1313,1.0744,1.0744,0.016459026660818027
-29.8688,38.0668,1.0349,1.0349,-0.08298677874820239
-29.8043,38.0668,1.0564,1.0564,-0.06361333592546585
-29.7399,38.0668,1.0744,1.0744,-0.04433045573107663
-29.6754,38.0023,1.0349,1.0349,-0.017089053866919314
-29.611,38.0023,1.0564,1.0564,0.002120583068297938
-29.5465,38.0023,1.0744,1.0744,0.019753393589369193
-29.482,37.9379,1.0349,1.0349,0.016802062365083557
-29.4176,37.9379,1.0564,1.0564,0.01471152169173405
-29.3531,37.9379,1.0744,1.0744,0.01261447793059429
-29.2887,37.8734,1.0349,1.0349,0.009647411726084765
-29.2242,37.8734,1.0564,1.0564,0.002555360016566892
-29.1597,37.8734,1.0597,1.0597,-0.009168710177899981
-29.0953,37.809,1.0349,1.0349,-0.025730553230062958
-29.0308,37.809,1.0597,1.0597,-0.03747569617436382
-28.9664,37.7445,1.0299,1.0299,-0.05411112512745828
-28.9019,37.7445,1.0564,1.0564,-0.007350603380414842
-28.8374,37.7445,1.0744,1.0744,0.041744235110895415
-28.773,37.68,1.0349,1.0349,0.11094227785011031
-28.7085,37.68,1.0597,1.0597,0.15960164502080648
-28.6441,37.68,1.0597,1.0597,0.20772384967101618
-28.5796,37.6156,1.0564,1.0564,-0.049276859249853186
-28.5151,37.6156,1.0597,1.0597,-0.23280874925941522
-28.4507,37.5511,1.0349,1.0349,-0.4960327443556235
-28.3862,37.5511,1.0597,1.0597,-0.6846041130957649
-28.3218,37.5511,1.0564,1.0564,-0.7102624439823243
-28.2573,37.4867,1.0597,1.0597,-0.44824684408122006
-28.1928,37.4867,1.0597,1.0597,-0.2649348852512085
-28.1284,37.4222,1.0597,1.0597,-0.009524291866080127
-28.0639,37.4222,1.0597,1.0597,0.17077682502488623
-27.9995,37.3577,1.0564,1.0564,0.1887614251814884
-27.935,37.3577,1.0744,1.0744,0.08767989890791107
-27.8705,37.2933,1.0349,1.0349,-0.055733747939613346
-27.8061,37.2933,1.0597,1.0597,-0.1568527646007967
-27.7416,37.2288,1.0299,1.0299,-0.2985693212074649
-27.6772,37.2288,1.0597,1.0597,-0.1257895350203478
-27.6127,37.1644,1.0299,1.0299,0.18758883941495555
-27.5482,37.1644,1.0597,1.0597,0.4118104978454909
-27.4838,37.1644,1.0597,1.0597,0.6393154036343213
-27.4193,37.0999,1.0597,1.0597,0.9613254286732333
-27.3549,37.0999,1.0597,1.0597,0.6757296289815844
-27.2904,37.0354,1.0597,1.0597,0.14566704874765576
-27.2259,37.0354,1.0597,1.0597,-0.22477194011943158
-27.1615,36.971,1.0597,1.0597,-0.757545162219588
-27.097,36.9065,1.0299,1.0299,-0.8515944015639654
-27.0326,36.9065,1.0613,1.0613,-0.5887679055205443
-26.9681,36.8421,1.0416,1.0416,-0.2212440873926579
-26.9036,36.8421,1.0613,1.0613,0.034084890097940565
-26.8392,36.7776,1.0597,1.0597,0.3935068635763748
-26.7747,36.7776,1.0597,1.0597,0.3112088412499369
-26.7103,36.7131,1.0597,1.0597,-0.013921333674894069
-26.6458,36.7131,1.0597,1.0597,-0.24576598219962578
-26.5813,36.6487,1.0597,1.0597,-0.5781194305280871
-26.5169,36.5842,1.0299,1.0299,-0.852321066773598
-26.4524,36.5842,1.0613,1.0613,-0.5564326269350051
-26.388,36.5198,1.0416,1.0416,-0.14598054556392637
-26.3235,36.5198,1.0613,1.0613,0.14097164538670662
-26.259,36.4553,1.0597,1.0597,0.5507334702861463
-26.1946,36.4553,1.0597,1.0597,0.8443913669692481
-26.1301,36.3908,1.0613,1.0613,0.6560138964458593
-26.0657,36.3264,1.0416,1.0416,0.17725676703142496
-26.0012,36.3264,1.0613,1.0613,-0.15799994847732504
-25.9367,36.2619,1.0597,1.0597,-0.6374956301821403
-25.8723,36.2619,1.0597,1.0597,-0.980040328157016
-25.8078,36.1975,1.0613,1.0613,-0.5782663033810936
-25.7434,36.133,1.0416,1.0416,-0.14640973625706866
-25.6789,36.133,1.0613,1.0613,0.15585664851840728
-25.6144,36.0685,1.0613,1.0613,0.588168931745294
-25.55,36.0685,1.0416,1.0416,0.8976566075045779
-25.4855,36.0041,1.0613,1.0613,0.5986711922365333
-25.4211,35.9396,1.0613,1.0613,0.17218795092392902
-25.3566,35.9396,1.0416,1.0416,-0.12626362068932545
-25.2921,35.8752,1.0613,1.0613,-0.551892288175096
-25.2277,35.8107,1.0613,1.0613,-0.7014457463730004
-25.1632,35.8107,1.0416,1.0416,-0.5420890827823797
-25.0988,35.7462,1.0613,1.0613,-0.31719912019576696
-25.0343,35.6818,1.0613,1.0613,-0.09571573419380944
-24.9698,35.6818,1.0416,1.0416,0.05985319651743842
-24.9054,35.6173,1.0613,1.0613,0.1916407792684084
-24.8409,35.5529,1.0613,1.0613,0.13344441525414177
-24.7765,35.5529,1.0416,1.0416,0.09198090883114317
-24.712,35.4884,1.0613,1.0613,0.03300400422895087
-24.6475,35.4239,1.0695,1.0695,-0.026071110066412013
-24.5831,35.3595,1.0613,1.0613,-0.04800746781499458
-24.5186,35.3595,1.0416,1.0416,-0.03713611692715969
-24.4542,35.295,1.0613,1.0613,-0.02179844947007288
-24.3897,35.2306,1.0695,1.0695,-0.0064794062048646245
-24.3252,35.2306,1.0416,1.0416,0.0043571348603193664
-24.2608,35.1661,1.0613,1.0613,0.012414390639366932
-24.1963,35.1016,1.0662,1.0662,0.008862038065917911
-24.1319,35.0372,1.0695,1.0695,0.005313185574260297
-24.0674,34.9727,1.0613,1.0613,0.0017577147805548851
-24.0029,34.9727,1.0416,1.0416,-0.0007565725396602007
-23.9385,34.9083,1.0613,1.0613,-0.002243832117848036
-23.874,34.8438,1.0695,1.0695,-0.0021369257783260555
-23.8096,34.7793,1.0613,1.0613,-0.0020302034698200014
-23.7451,34.7793,1.0416,1.0416,-0.0019547361954339974
-23.6806,34.7149,1.0613,1.0613,-0.0018481620299695902
-23.6162,34.6504,1.0695,1.0695,5.3443435835532286e-05
-23.5517,34.586,1.0613,1.0613,0.0025729064670814393
-23.4873,34.586,1.0416,1.0416,0.004352903959398572
-23.4228,34.5215,1.0613,1.0613,0.006873593106303416
-23.3583,34.457,1.0662,1.0662,0.009393310515266427
-23.2939,34.3926,1.0662,1.0662,-0.00037312574879420603
-23.2294,34.3281,1.0613,1.0613,-0.011168126865416786
-23.165,34.3281,1.0416,1.0416,-0.01879254915681766
-23.1005,34.2637,1.0613,1.0613,-0.029591850512938903
-23.036,34.1992,1.0662,1.0662,-0.03501358151346332
-22.9716,34.1347,1.0662,1.0662,0.0068816174108802235
-22.9071,34.0703,1.0613,1.0613,0.04876560703943605
-22.8427,34.0703,1.0416,1.0416,0.0783093556794486
-22.7782,34.0058,1.0613,1.0613,0.12000382870832417
-22.7137,33.9414,1.0662,1.0662,0.1053629323690136
-22.6493,33.8769,1.0662,1.0662,-0.051771893371620456
-22.5848,33.8124,1.0662,1.0662,-0.20951419896094256
-22.5204,33.8124,1.0416,1.0416,-0.3217536421410961
-22.4559,33.748,1.0613,1.0613,-0.48139135831769997
-22.3914,33.6835,1.0662,1.0662,-0.46187943909881174
-22.327,33.6191,1.0662,1.0662,-0.2347809244127779
-22.2625,33.5546,1.0662,1.0662,-0.009487489455101042
-22.1981,33.4901,1.0662,1.0662,0.21551284860131142
-22.1336,33.4901,1.0416,1.0416,0.3759919271305438
-22.0691,33.4257,1.0613,1.0613,0.5396038931967454
-22.0047,33.3612,1.0662,1.0662,0.38265069133251867
-21.9402,33.2968,1.0662,1.0662,0.22586886494084554
-21.8758,33.2323,1.0662,1.0662,0.07052307567226636
-21.8113,33.1678,1.0662,1.0662,-0.08429331050146069
-21.7468,33.1678,1.0416,1.0416,-0.12945579938204216
-21.6824,33.1034,1.0613,1.0613,-0.09895091178698934
-21.6179,33.0389,1.0662,1.0662,-0.06822103998397983
-21.5535,32.9745,1.0662,1.0662,-0.03743837601574161
-21.489,32.91,1.0662,1.0662,-0.006560648651425106
-21.4245,32.8455,1.0662,1.0662,0.024912728077293167
-21.3601,32.8455,1.0416,1.0416,0.04720792948022391
-21.2956,32.7811,1.0613,1.0613,0.07870440218192201
-21.2312,32.7166,1.0662,1.0662,0.11007613420116666
-21.1667,32.6522,1.0662,1.0662,0.14123341792853816
-21.1022,32.5877,1.0662,1.0662,-0.013787903296090264
-21.0378,32.5232,1.0662,1.0662,-0.16908522476712132
-20.9733,32.5232,1.0416,1.0416,-0.27975220345172785
-20.9089,32.4588,1.0613,1.0613,-0.4371054736455194
-20.8444,32.3943,1.0662,1.0662,-0.5252228417405955
-20.7799,32.3299,1.0662,1.0662,-0.29742018297028194
-20.7155,32.2654,1.0662,1.0662,-0.07173998419420084
-20.651,32.2009,1.0662,1.0662,0.1532289935966188
-20.5866,32.1365,1.0662,1.0662,0.37955638354132537
-20.5221,32.1365,1.0416,1.0416,0.5409478080628625
-20.4576,32.072,1.0613,1.0613,0.4261088591623374
-20.3932,32.0076,1.0662,1.0662,0.26684760453692374
-20.3287,31.9431,1.0662,1.0662,0.10871561653673853
-20.2643,31.8786,1.0662,1.0662,-0.04833333759193951
-20.1998,31.8142,1.0662,1.0662,-0.13471660563641277
-20.1353,31.8142,1.0416,1.0416,-0.10563330074113782
-20.0709,31.7497,1.0613,1.0613,-0.06433172818482452
-20.0064,31.6853,1.0662,1.0662,-0.022902930760271667
-19.942,31.6208,1.0662,1.0662,0.018566179815722395
-19.8775,31.5563,1.0662,1.0662,0.0331356853341546
-19.813,31.4919,1.0662,1.0662,0.024571812497778407
-19.7486,31.4919,1.0416,1.0416,0.01852648828895185
-19.6841,31.4274,1.0613,1.0613,0.009969673258950998
-19.6197,31.363,1.0662,1.0662,0.0014301939257266758
-19.5552,31.2985,1.0662,1.0662,-0.006612379251239667
-19.4907,31.234,1.0662,1.0662,-0.014455997549731765
-19.4263,31.1696,1.0662,1.0662,-0.02229273138953426
-19.3618,31.1696,1.0416,1.0416,-0.02784735894444056
-19.2974,31.1051,1.0613,1.0613,-0.03570489493524159
-19.2329,31.0407,1.0662,1.0662,0.0003603951679311389
-19.1684,30.9762,1.0662,1.0662,0.04154730689206592
-19.104,30.9117,1.0662,1.0662,0.08262719992749384
-19.0395,30.8473,1.0662,1.0662,0.12353091734426169
-18.9751,30.8473,1.0416,1.0416,0.13731330713266382
-18.9106,30.7828,1.0613,1.0613,-0.020033279482451507
-18.8461,30.7184,1.0662,1.0662,-0.17744634854599453
-18.7817,30.6539,1.0662,1.0662,-0.33621261017104226
-18.7172,30.5894,1.0662,1.0662,-0.4959683690226739
-18.6528,30.525,1.0662,1.0662,-0.44240382800848727
-18.5883,30.525,1.0416,1.0416,-0.28098706086853636
-18.5238,30.4605,1.0613,1.0613,-0.054685466841722645
-18.4594,30.3961,1.0662,1.0662,0.17058363129584028
-18.3949,30.3316,1.0695,1.0695,0.39805882224176103
-18.3305,30.2671,1.0662,1.0662,0.5279789654783561
-18.266,30.2671,1.0416,1.0416,0.4147736959899275
-18.2015,30.2027,1.0613,1.0613,0.2547900321860808
-18.1371,30.1382,1.0662,1.0662,0.09623286656164083
-18.0726,30.0738,1.0662,1.0662,-0.06145344330871559
-18.0082,30.0093,1.0662,1.0662,-0.1327201568693313
-17.9437,29.9448,1.0662,1.0662,-0.09085078888753718
-17.8792,29.9448,1.0416,1.0416,-0.061113330300091216
-17.8148,29.8804,1.0613,1.0613,-0.019029797043583572
-17.7503,29.8159,1.0662,1.0662,0.02315202520646966
-17.6859,29.7515,1.0662,1.0662,0.032831500361330486
-17.6214,29.687,1.0662,1.0662,0.02216942604765167
-17.5569,29.6225,1.0662,1.0662,0.011517957866829812
