-49.9819362,15.0100223,14.9999964
-49.8890656,14.8330072,14.9999968
-49.7961338,14.6560403,14.9999972
-49.7031428,14.4791100,14.9999976
-49.6100945,14.3022048,14.9999980
-49.5169916,14.1253148,14.9999984
-49.4238726,13.9484996,14.9999984
-49.3307020,13.7716838,14.9999984
-49.2374816,13.5948648,14.9999984
-49.1442132,13.4180396,14.9999984
-49.0509015,13.2412111,14.9999984
-48.9576164,13.0645062,14.9999984
-48.8642864,12.8877866,14.9999984
-48.7709110,12.7110496,14.9999984
-48.6774895,12.5342922,14.9999984
-48.5840271,12.3575221,14.9999984
-48.4906141,12.1809092,14.9999984
-48.3971524,12.0042694,14.9999984
-48.3036405,11.8276018,14.9999984
-48.2100766,11.6509057,14.9999984
-48.1164668,11.4741950,14.9999984
-48.0229152,11.2976685,14.9999984
-47.9293052,11.1211125,14.9999984
-47.8356339,10.9445279,14.9999985
-47.7418982,10.7679152,14.9999985
-47.6481037,10.5912918,14.9999985
-47.5543603,10.4148719,14.9999985
-47.4605419,10.2384280,14.9999985
-47.3666437,10.0619628,14.9999985
-47.2726612,9.8854787,14.9999985
-47.1785981,9.7089938,14.9999985
-47.0845634,9.5327245,14.9999985
-46.9904291,9.3564460,14.9999985
-46.8961888,9.1801629,14.9999985
-46.8018363,9.0038796,14.9999985
-46.7073716,8.8276123,14.9999985
-46.6128952,8.6515657,14.9999985
-46.5182863,8.4755343,14.9999985
-46.4235369,8.2995245,14.9999985
-46.3286390,8.1235428,14.9999985
-46.2335883,7.9476021,14.9999985
-46.1384689,7.7718797,14.9999985
-46.0431762,7.5962062,14.9999985
-45.9477007,7.4205898,14.9999985
-45.8520332,7.2450385,14.9999985
-45.7561652,7.0695621,14.9999985
-45.6601560,6.8942945,14.9999985
-45.5639258,6.7191178,14.9999985
-45.4674638,6.5440417,14.9999985
-45.3707594,6.3690759,14.9999985
-45.2738020,6.1942300,14.9999985
-45.1766152,6.0195759,14.9999985
-45.0791537,5.8450631,14.9999985
-44.9814052,5.6707018,14.9999985
-44.8833579,5.4965032,14.9999985
-44.7850000,5.3224782,14.9999985
-44.6863153,5.1486296,14.9999985
-44.5872972,4.9749761,14.9999985
-44.4879348,4.8015289,14.9999985
-44.3882174,4.6282987,14.9999985
-44.2881340,4.4552964,14.9999985
-44.1876332,4.2824627,14.9999985
-44.0867432,4.1098722,14.9999985
-43.9854583,3.9375396,14.9999985
-43.8837697,3.7654743,14.9999985
-43.7816687,3.5936858,14.9999985
-43.6790769,3.4220666,14.9999985
-43.5760506,3.2507288,14.9999985
-43.4725920,3.0796914,14.9999985
-43.3686961,2.9089610,14.9999985
-43.2643578,2.7385442,14.9999985
-43.1594832,2.5683023,14.9999985
-43.0541484,2.3983653,14.9999985
-42.9483656,2.2287548,14.9999985
-42.8421352,2.0594734,14.9999985
-42.7354577,1.8905235,14.9999985
-42.6282357,1.7217517,14.9999985
-42.5205600,1.5532864,14.9999985
-42.4124560,1.3851463,14.9999985
-42.3039342,1.2173259,14.9999985
-42.1950049,1.0498199,14.9999985
-42.0855780,0.8824711,14.9153622
-41.9757411,0.7154048,14.8163917
-41.8655150,0.5486466,14.7174211
-41.7549035,0.3821959,14.6184506
-41.6439107,0.2160522,14.5194800
-41.5324398,0.0500639,14.3592803
-41.4205827,-0.1156513,14.1881828
-41.3083687,-0.2810752,14.0170853
-41.1958089,-0.4462164,13.8459879
-41.0829147,-0.6110833,13.6748904
-40.9696031,-0.7758253,13.4996318
-40.8559798,-0.9403425,13.3236273
-40.7420947,-1.1046275,13.1476228
-40.6279805,-1.2686982,12.9716183
-40.5136700,-1.4325721,12.7956138
-40.3990963,-1.5964086,12.6162847
-40.2843646,-1.7601181,12.4363785
-40.1695137,-1.9237063,12.2564723
-40.0545648,-2.0872031,12.0765661
-39.9395397,-2.2506383,11.8966599
-39.8243864,-2.4141366,11.7153763
-39.7091739,-2.5775935,11.5338707
-39.5939189,-2.7409575,11.3523651
-39.4786263,-2.9041937,11.1708595
-39.3633011,-3.0672668,10.9893540
-39.2476063,-3.2306257,10.8074078
-39.1318351,-3.3938349,10.6253981
-39.0160368,-3.5568071,10.4433884
-38.9002112,-3.7195248,10.2613787
-38.7843584,-3.8819702,10.0793690
-38.6678821,-4.0449275,9.9022474
-38.5512068,-4.2075807,9.7256479
-38.4342734,-4.3697361,9.5490483
-38.3169611,-4.5312873,9.3724488
-38.1991487,-4.6921277,9.1958493
-38.0804371,-4.8525085,9.0393007
-37.9607828,-5.0121230,8.8835769
-37.8398798,-5.1710044,8.7278530
-37.7174115,-5.3291997,8.5721292
-37.5931127,-5.4866919,8.4172935
-37.4684144,-5.6413245,8.2929841
-37.3413494,-5.7949755,8.1686746
-37.2116842,-5.9472509,8.0443651
-37.0791853,-6.0977566,7.9200557
-36.9437345,-6.2459750,7.7963885
-36.8097726,-6.3870021,7.6986923
-36.6725082,-6.5269040,7.6009960
-36.5317136,-6.6668992,7.5032998
-36.3871613,-6.8082061,7.4056036
-36.2386235,-6.9520433,7.3079073
-36.0918671,-7.0936690,7.2268455
-35.9438893,-7.2356731,7.1489757
-35.7954860,-7.3765088,7.0711060
