# x_m,y_m,w_tr_right_m,w_tr_left_m
-63.7562,39.0450,0.8836,0.8836
-63.6982,38.9870,0.8681,0.8681
-63.6982,38.9291,0.8973,0.8973
-63.6402,38.8711,0.8973,0.8973
-63.5823,38.8132,0.8973,0.8973
-63.5243,38.7552,0.8973,0.8973
-63.4664,38.6972,0.8973,0.8973
-63.4084,38.6393,0.8973,0.8973
-63.3504,38.5813,0.8973,0.8973
-63.2925,38.5234,0.8973,0.8973
-63.2345,38.4654,0.8836,0.8836
-63.1766,38.4074,0.8681,0.8681
-63.1766,38.3495,0.8973,0.8973
-63.1186,38.2915,0.8973,0.8973
-63.0606,38.2336,0.8973,0.8973
-63.0027,38.1756,0.8973,0.8973
-62.9447,38.1176,0.8973,0.8973
-62.8868,38.0597,0.8836,0.8836
-62.8288,38.0017,0.8681,0.8681
-62.8288,37.9438,0.8836,0.8836
-62.7708,37.8858,0.8973,0.8973
-62.7129,37.8278,0.8973,0.8973
-62.6549,37.7699,0.8973,0.8973
-62.5970,37.7119,0.8836,0.8836
-62.5390,37.6540,0.8681,0.8681
-62.5390,37.5960,0.8836,0.8836
-62.4810,37.5380,0.8973,0.8973
-62.4231,37.4801,0.8973,0.8973
-62.3651,37.4221,0.8836,0.8836
-62.3072,37.3642,0.8681,0.8681
-62.3072,37.3062,0.8836,0.8836
-62.2492,37.2482,0.8973,0.8973
-62.1912,37.1903,0.8973,0.8973
-62.1333,37.1323,0.8836,0.8836
-62.0753,37.0744,0.8681,0.8681
-62.0753,37.0164,0.8836,0.8836
-62.0174,36.9584,0.8973,0.8973
-61.9594,36.9005,0.8836,0.8836
-61.9014,36.8425,0.8681,0.8681
-61.9014,36.7846,0.8836,0.8836
-61.8435,36.7266,0.8836,0.8836
-61.7855,36.6686,0.8681,0.8681
-61.7855,36.6107,0.8836,0.8836
-61.7276,36.5527,0.8973,0.8973
-61.6696,36.4948,0.8836,0.8836
-61.6116,36.4368,0.8681,0.8681
-61.6116,36.3788,0.8836,0.8836
-61.5537,36.3209,0.8836,0.8836
-61.4957,36.2629,0.8681,0.8681
-61.4957,36.2050,0.8836,0.8836
-61.4378,36.1470,0.8836,0.8836
-61.3798,36.0890,0.8681,0.8681
-61.3798,36.0311,0.8836,0.8836
-61.3218,35.9731,0.8836,0.8836
-61.2639,35.9152,0.8681,0.8681
-61.2639,35.8572,0.8836,0.8836
-61.2059,35.7992,0.8836,0.8836
-61.1480,35.7413,0.8681,0.8681
-61.1480,35.6833,0.8836,0.8836
-61.1480,35.6254,0.8540,0.8540
-61.0900,35.5674,0.8681,0.8681
-61.0320,35.5094,0.8836,0.8836
-60.9741,35.4515,0.8836,0.8836
-60.9741,35.3935,0.8790,0.8790
-60.9161,35.3356,0.9034,0.9034
-60.8582,35.2776,0.8836,0.8836
-60.8582,35.2196,0.8836,0.8836
-60.8002,35.1617,0.9034,0.9034
-60.7422,35.1037,0.8836,0.8836
-60.7422,35.0458,0.8836,0.8836
-60.6843,34.9878,0.9034,0.9034
-60.6263,34.9298,0.8836,0.8836
-60.6263,34.8719,0.8836,0.8836
-60.5684,34.8139,0.9034,0.9034
-60.5104,34.7560,0.8836,0.8836
-60.4524,34.6980,0.8681,0.8681
-60.4524,34.6400,0.8973,0.8973
-60.3945,34.5821,0.8836,0.8836
-60.3365,34.5241,0.8681,0.8681
-60.3365,34.4662,0.8836,0.8836
-60.2786,34.4082,0.8836,0.8836
-60.2206,34.3502,0.8681,0.8681
-60.2206,34.2923,0.8836,0.8836
-60.1626,34.2343,0.8973,0.8973
-60.1047,34.1764,0.8836,0.8836
-60.0467,34.1184,0.8681,0.8681
-60.0467,34.0604,0.8973,0.8973
-59.9888,34.0025,0.8836,0.8836
-59.9308,33.9445,0.8681,0.8681
-59.9308,33.8866,0.8836,0.8836
-59.8728,33.8286,0.8836,0.8836
-59.8149,33.7706,0.8681,0.8681
-59.8149,33.7127,0.8836,0.8836
-59.7569,33.6547,0.8836,0.8836
-59.6990,33.5968,0.8681,0.8681
-59.6990,33.5388,0.8836,0.8836
-59.6410,33.4808,0.8836,0.8836
-59.5830,33.4229,0.8681,0.8681
-59.5830,33.3649,0.8836,0.8836
-59.5830,33.3070,0.8540,0.8540
-59.5251,33.2490,0.8681,0.8681
-59.4671,33.1910,0.8836,0.8836
-59.4092,33.1331,0.8836,0.8836
-59.4092,33.0751,0.8790,0.8790
-59.3512,33.0172,0.9034,0.9034
-59.3512,32.9592,0.8681,0.8681
-59.2932,32.9012,0.8836,0.8836
-59.2353,32.8433,0.8790,0.8790
-59.2353,32.7853,0.8790,0.8790
-59.1773,32.7274,0.8836,0.8836
-59.1773,32.6694,0.8790,0.8790
-59.1194,32.6114,0.9034,0.9034
-59.1194,32.5535,0.8681,0.8681
-59.0614,32.4955,0.8836,0.8836
-59.0034,32.4376,0.8790,0.8790
-59.0034,32.3796,0.8790,0.8790
-58.9455,32.3216,0.8790,0.8790
-58.9455,32.2637,0.8790,0.8790
-58.8875,32.2057,0.8790,0.8790
-58.8875,32.1478,0.8790,0.8790
-58.8296,32.0898,0.8790,0.8790
-58.8296,32.0318,0.8790,0.8790
-58.7716,31.9739,0.8790,0.8790
-58.7716,31.9159,0.8790,0.8790
-58.7136,31.8580,0.8790,0.8790
-58.7136,31.8000,0.8790,0.8790
-58.6557,31.7420,0.8790,0.8790
-58.6557,31.6841,0.8790,0.8790
-58.5977,31.6261,0.8790,0.8790
-58.5977,31.5682,0.8790,0.8790
-58.5398,31.5102,0.8790,0.8790
-58.5398,31.4522,0.8790,0.8790
-58.5398,31.3943,0.8540,0.8540
-58.4818,31.3363,0.8790,0.8790
-58.4818,31.2784,0.8540,0.8540
-58.4238,31.2204,0.8790,0.8790
-58.4238,31.1624,0.8556,0.8556
-58.3659,31.1045,0.8897,0.8897
-58.3659,31.0465,0.8728,0.8728
-58.3079,30.9886,0.9049,0.9049
-58.3079,30.9306,0.8790,0.8790
-58.2500,30.8726,0.8897,0.8897
-58.2500,30.8147,0.8790,0.8790
-58.1920,30.7567,0.8790,0.8790
-58.1920,30.6988,0.8790,0.8790
-58.1340,30.6408,0.8790,0.8790
-58.1340,30.5828,0.8790,0.8790
-58.0761,30.5249,0.8790,0.8790
-58.0761,30.4669,0.8790,0.8790
-58.0761,30.4090,0.8556,0.8556
-58.0181,30.3510,0.8897,0.8897
-58.0181,30.2930,0.8728,0.8728
-57.9602,30.2351,0.9049,0.9049
-57.9602,30.1771,0.8790,0.8790
-57.9022,30.1192,0.8897,0.8897
-57.9022,30.0612,0.8790,0.8790
-57.8442,30.0032,0.8790,0.8790
-57.8442,29.9453,0.8790,0.8790
-57.7863,29.8873,0.8790,0.8790
-57.7863,29.8294,0.8790,0.8790
-57.7283,29.7714,0.8790,0.8790
-57.7283,29.7134,0.8897,0.8897
-57.7283,29.6555,0.8728,0.8728
-57.6704,29.5975,0.9049,0.9049
-57.6704,29.5396,0.8790,0.8790
-57.6124,29.4816,0.8897,0.8897
-57.6124,29.4236,0.8790,0.8790
-57.5544,29.3657,0.8790,0.8790
-57.5544,29.3077,0.8790,0.8790
-57.4965,29.2498,0.8790,0.8790
-57.4965,29.1918,0.8790,0.8790
-57.4385,29.1338,0.8790,0.8790
-57.4385,29.0759,0.8790,0.8790
-57.4385,29.0179,0.8556,0.8556
-57.3806,28.9600,0.8897,0.8897
-57.3806,28.9020,0.8728,0.8728
-57.3226,28.8440,0.8897,0.8897
-57.3226,28.7861,0.8790,0.8790
-57.2646,28.7281,0.8790,0.8790
-57.2646,28.6702,0.8790,0.8790
-57.2067,28.6122,0.8790,0.8790
-57.2067,28.5542,0.8790,0.8790
-57.1487,28.4963,0.8790,0.8790
-57.1487,28.4383,0.8790,0.8790
-57.1487,28.3804,0.8556,0.8556
-57.0908,28.3224,0.8897,0.8897
-57.0908,28.2644,0.8728,0.8728
-57.0328,28.2065,0.8897,0.8897
-57.0328,28.1485,0.8790,0.8790
-56.9748,28.0906,0.8790,0.8790
-56.9748,28.0326,0.8790,0.8790
-56.9169,27.9746,0.8790,0.8790
-56.9169,27.9167,0.8790,0.8790
-56.8589,27.8587,0.8790,0.8790
-56.8589,27.8008,0.8790,0.8790
-56.8589,27.7428,0.8540,0.8540
-56.8010,27.6848,0.8790,0.8790
-56.8010,27.6269,0.8556,0.8556
-56.7430,27.5689,0.8897,0.8897
-56.7430,27.5110,0.8728,0.8728
-56.6850,27.4530,0.8897,0.8897
-56.6850,27.3950,0.8790,0.8790
-56.6271,27.3371,0.8790,0.8790
-56.6271,27.2791,0.8790,0.8790
-56.5691,27.2212,0.8790,0.8790
-56.5691,27.1632,0.8790,0.8790
-56.5112,27.1052,0.8790,0.8790
-56.5112,27.0473,0.8790,0.8790
-56.5112,26.9893,0.8556,0.8556
-56.4532,26.9314,0.8897,0.8897
-56.4532,26.8734,0.8728,0.8728
-56.3952,26.8154,0.9049,0.9049
-56.3952,26.7575,0.8790,0.8790
-56.3373,26.6995,0.8897,0.8897
-56.3373,26.6416,0.8790,0.8790
-56.2793,26.5836,0.8790,0.8790
-56.2793,26.5256,0.8790,0.8790
-56.2214,26.4677,0.8790,0.8790
-56.2214,26.4097,0.8790,0.8790
-56.1634,26.3518,0.8790,0.8790
-56.1634,26.2938,0.8897,0.8897
-56.1634,26.2358,0.8728,0.8728
-56.1054,26.1779,0.9049,0.9049
-56.1054,26.1199,0.8790,0.8790
-56.0475,26.0620,0.8897,0.8897
-56.0475,26.0040,0.8790,0.8790
-55.9895,25.9460,0.8790,0.8790
-55.9895,25.8881,0.8790,0.8790
-55.9316,25.8301,0.8790,0.8790
-55.9316,25.7722,0.8790,0.8790
-55.8736,25.7142,0.8790,0.8790
-55.8736,25.6562,0.8790,0.8790
-55.8736,25.5983,0.8556,0.8556
-55.8156,25.5403,0.8897,0.8897
-55.8156,25.4824,0.8728,0.8728
-55.7577,25.4244,0.9049,0.9049
-55.7577,25.3664,0.8790,0.8790
-55.6997,25.3085,0.8897,0.8897
-55.6997,25.2505,0.8790,0.8790
-55.6418,25.1926,0.8790,0.8790
-55.6418,25.1346,0.8790,0.8790
-55.5838,25.0766,0.8790,0.8790
-55.5838,25.0187,0.8790,0.8790
-55.5258,24.9607,0.8790,0.8790
-55.5258,24.9028,0.8897,0.8897
-55.5258,24.8448,0.8728,0.8728
-55.4679,24.7868,0.9049,0.9049
-55.4679,24.7289,0.8790,0.8790
-55.4099,24.6709,0.8897,0.8897
-55.4099,24.6130,0.8790,0.8790
-55.3520,24.5550,0.8790,0.8790
-55.3520,24.4970,0.8790,0.8790
-55.2940,24.4391,0.8790,0.8790
-55.2940,24.3811,0.8790,0.8790
-55.2360,24.3232,0.8790,0.8790
-55.2360,24.2652,0.8790,0.8790
-55.2360,24.2072,0.8556,0.8556
-55.1781,24.1493,0.8897,0.8897
-55.1781,24.0913,0.8728,0.8728
-55.1201,24.0334,0.9049,0.9049
-55.1201,23.9754,0.8790,0.8790
-55.0622,23.9174,0.8897,0.8897
-55.0622,23.8595,0.8790,0.8790
-55.0042,23.8015,0.8790,0.8790
-55.0042,23.7436,0.8790,0.8790
-54.9462,23.6856,0.8790,0.8790
-54.9462,23.6276,0.8790,0.8790
-54.8883,23.5697,0.8790,0.8790
-54.8883,23.5117,0.8790,0.8790
-54.8883,23.4538,0.8556,0.8556
-54.8303,23.3958,0.8897,0.8897
-54.8303,23.3378,0.8728,0.8728
-54.7724,23.2799,0.9049,0.9049
-54.7724,23.2219,0.8790,0.8790
-54.7144,23.1640,0.8897,0.8897
-54.7144,23.1060,0.8790,0.8790
-54.6564,23.0480,0.8790,0.8790
-54.6564,22.9901,0.8790,0.8790
-54.5985,22.9321,0.8790,0.8790
-54.5985,22.8742,0.8790,0.8790
-54.5405,22.8162,0.8790,0.8790
-54.5405,22.7582,0.8897,0.8897
-54.5405,22.7003,0.8728,0.8728
-54.4826,22.6423,0.9049,0.9049
-54.4826,22.5844,0.8790,0.8790
-54.4246,22.5264,0.9049,0.9049
-54.4246,22.4684,0.8790,0.8790
-54.3666,22.4105,0.8897,0.8897
-54.3666,22.3525,0.8790,0.8790
-54.3087,22.2946,0.8790,0.8790
-54.3087,22.2366,0.8790,0.8790
-54.2507,22.1786,0.8790,0.8790
-54.2507,22.1207,0.8790,0.8790
-54.1928,22.0627,0.8790,0.8790
-54.1928,22.0048,0.8790,0.8790
-54.1928,21.9468,0.8556,0.8556
-54.1348,21.8888,0.8897,0.8897
-54.1348,21.8309,0.8728,0.8728
-54.0768,21.7729,0.9049,0.9049
-54.0768,21.7150,0.8790,0.8790
-54.0189,21.6570,0.9049,0.9049
-54.0189,21.5990,0.8790,0.8790
-53.9609,21.5411,0.8897,0.8897
-53.9609,21.4831,0.8790,0.8790
-53.9030,21.4252,0.8790,0.8790
-53.9030,21.3672,0.8790,0.8790
-53.8450,21.3092,0.8790,0.8790
-53.8450,21.2513,0.8790,0.8790
-53.7870,21.1933,0.8790,0.8790
-53.7870,21.1354,0.8790,0.8790
-53.7870,21.0774,0.8556,0.8556
-53.7291,21.0194,0.8897,0.8897
-53.7291,20.9615,0.8728,0.8728
-53.6711,20.9035,0.9049,0.9049
-53.6711,20.8456,0.8790,0.8790
-53.6132,20.7876,0.9049,0.9049
-53.6132,20.7296,0.8790,0.8790
-53.5552,20.6717,0.9049,0.9049
-53.5552,20.6137,0.8790,0.8790
-53.4972,20.5558,0.8897,0.8897
-53.4972,20.4978,0.8790,0.8790
-53.4393,20.4398,0.8790,0.8790
-53.4393,20.3819,0.8790,0.8790
-53.3813,20.3239,0.8790,0.8790
-53.3813,20.2660,0.8790,0.8790
-53.3234,20.2080,0.8790,0.8790
-53.3234,20.1500,0.8790,0.8790
-53.3234,20.0921,0.8540,0.8540
-53.2654,20.0341,0.8790,0.8790
-53.2654,19.9762,0.8540,0.8540
-53.2074,19.9182,0.8790,0.8790
-53.2074,19.8602,0.8556,0.8556
-53.1495,19.8023,0.8897,0.8897
-53.1495,19.7443,0.8728,0.8728
-53.0915,19.6864,0.9049,0.9049
-53.0915,19.6284,0.8790,0.8790
-53.0336,19.5704,0.9049,0.9049
-53.0336,19.5125,0.8790,0.8790
-52.9756,19.4545,0.9049,0.9049
-52.9756,19.3966,0.8790,0.8790
-52.9176,19.3386,0.9049,0.9049
-52.9176,19.2806,0.8790,0.8790
-52.8597,19.2227,0.8897,0.8897
-52.8597,19.1647,0.8790,0.8790
-52.8017,19.1068,0.8790,0.8790
-52.8017,19.0488,0.8790,0.8790
-52.7438,18.9908,0.8790,0.8790
-52.7438,18.9329,0.8790,0.8790
-52.6858,18.8749,0.8790,0.8790
-52.6858,18.8170,0.8790,0.8790
-52.6278,18.7590,0.8790,0.8790
-52.6278,18.7010,0.8790,0.8790
-52.5699,18.6431,0.8790,0.8790
-52.5699,18.5851,0.8790,0.8790
-52.5119,18.5272,0.8790,0.8790
-52.5119,18.4692,0.8790,0.8790
-52.4540,18.4112,0.8790,0.8790
-52.4540,18.3533,0.8790,0.8790
-52.3960,18.2953,0.8790,0.8790
-52.3960,18.2374,0.8790,0.8790
-52.3380,18.1794,0.8790,0.8790
-52.3380,18.1214,0.8790,0.8790
-52.2801,18.0635,0.8790,0.8790
-52.2801,18.0055,0.8790,0.8790
-52.2221,17.9476,0.8790,0.8790
-52.2221,17.8896,0.8790,0.8790
-52.1642,17.8316,0.8790,0.8790
-52.1642,17.7737,0.8790,0.8790
-52.1062,17.7157,0.8790,0.8790
-52.1062,17.6578,0.8790,0.8790
-52.0482,17.5998,0.8790,0.8790
-52.0482,17.5418,0.8790,0.8790
-51.9903,17.4839,0.8790,0.8790
-51.9903,17.4259,0.8790,0.8790
-51.9323,17.3680,0.8790,0.8790
-51.9323,17.3100,0.8790,0.8790
-51.8744,17.2520,0.8790,0.8790
-51.8744,17.1941,0.8790,0.8790
-51.8164,17.1361,0.8790,0.8790
-51.8164,17.0782,0.8790,0.8790
-51.7584,17.0202,0.8790,0.8790
-51.7584,16.9622,0.8790,0.8790
-51.7005,16.9043,0.8790,0.8790
-51.7005,16.8463,0.8790,0.8790
-51.6425,16.7884,0.8790,0.8790
-51.6425,16.7304,0.8790,0.8790
-51.5846,16.6724,0.8836,0.8836
-51.5846,16.6145,0.8790,0.8790
-51.5266,16.5565,0.9034,0.9034
-51.5266,16.4986,0.8790,0.8790
-51.4686,16.4406,0.9049,0.9049
-51.4686,16.3826,0.8790,0.8790
-51.4107,16.3247,0.9049,0.9049
-51.4107,16.2667,0.8790,0.8790
-51.3527,16.2088,0.9049,0.9049
-51.3527,16.1508,0.8790,0.8790
-51.2948,16.0928,0.9049,0.9049
-51.2368,16.0349,0.8790,0.8790
-51.2368,15.9769,0.9034,0.9034
-51.1788,15.9190,0.8790,0.8790
-51.1788,15.8610,0.8836,0.8836
-51.1209,15.8030,0.8790,0.8790
-51.1209,15.7451,0.8790,0.8790
-51.0629,15.6871,0.8790,0.8790
-51.0629,15.6292,0.8790,0.8790
-51.0050,15.5712,0.8790,0.8790
-51.0050,15.5132,0.8790,0.8790
-50.9470,15.4553,0.8790,0.8790
-50.9470,15.3973,0.8790,0.8790
-50.8890,15.3394,0.8836,0.8836
-50.8890,15.2814,0.8790,0.8790
-50.8311,15.2234,0.9034,0.9034
-50.8311,15.1655,0.8790,0.8790
-50.7731,15.1075,0.9049,0.9049
-50.7731,15.0496,0.8790,0.8790
-50.7152,14.9916,0.9049,0.9049
-50.6572,14.9336,0.8790,0.8790
-50.6572,14.8757,0.9034,0.9034
-50.5992,14.8177,0.8790,0.8790
-50.5992,14.7598,0.8836,0.8836
