# x_m,y_m,w_tr_right_m,w_tr_left_m
-51.0629,52.2599,0.8897,0.8897
-51.1209,52.2599,0.8973,0.8973
-51.1788,52.2599,0.8897,0.8897
-51.2368,52.2599,0.8728,0.8728
-51.2948,52.2599,0.8587,0.8587
-51.3527,52.3178,0.8897,0.8897
-51.4107,52.3178,0.8973,0.8973
-51.4686,52.3178,0.8897,0.8897
-51.5266,52.3178,0.8728,0.8728
-51.5846,52.3178,0.8587,0.8587
-51.6425,52.3758,0.8897,0.8897
-51.7005,52.3758,0.8973,0.8973
-51.7584,52.3758,0.8897,0.8897
-51.8164,52.3758,0.8728,0.8728
-51.8744,52.3758,0.8587,0.8587
-51.9323,52.4338,0.8897,0.8897
-51.9903,52.4338,0.8973,0.8973
-52.0482,52.4338,0.8897,0.8897
-52.1062,52.4338,0.8728,0.8728
-52.1642,52.4338,0.8587,0.8587
-52.2221,52.4917,0.8897,0.8897
-52.2801,52.4917,0.8973,0.8973
-52.3380,52.4917,0.8897,0.8897
-52.3960,52.4917,0.8728,0.8728
-52.4540,52.4917,0.8587,0.8587
-52.5119,52.5497,0.8897,0.8897
-52.5699,52.5497,0.8973,0.8973
-52.6278,52.5497,0.8897,0.8897
-52.6858,52.5497,0.8728,0.8728
-52.7438,52.5497,0.8587,0.8587
-52.8017,52.6076,0.8897,0.8897
-52.8597,52.6076,0.8973,0.8973
-52.9176,52.6076,0.8897,0.8897
-52.9756,52.6076,0.8728,0.8728
-53.0336,52.6076,0.8587,0.8587
-53.0915,52.6656,0.8897,0.8897
-53.1495,52.6656,0.8928,0.8928
-53.2074,52.6656,0.8897,0.8897
-53.2654,52.6656,0.8728,0.8728
-53.3234,52.6656,0.8587,0.8587
-53.3813,52.7236,0.8728,0.8728
-53.4393,52.7236,0.8897,0.8897
-53.4972,52.7236,0.8897,0.8897
-53.5552,52.7236,0.8728,0.8728
-53.6132,52.7236,0.8587,0.8587
-53.6711,52.7815,0.8728,0.8728
-53.7291,52.7815,0.8897,0.8897
-53.7870,52.7815,0.8897,0.8897
-53.8450,52.7815,0.8728,0.8728
-53.9030,52.7815,0.8587,0.8587
-53.9609,52.7815,0.8477,0.8477
-54.0189,52.8395,0.8897,0.8897
-54.0768,52.8395,0.8897,0.8897
-54.1348,52.8395,0.8728,0.8728
-54.1928,52.8395,0.8587,0.8587
-54.2507,52.8395,0.8477,0.8477
-54.3087,52.8974,0.8897,0.8897
-54.3666,52.8974,0.8897,0.8897
-54.4246,52.8974,0.8728,0.8728
-54.4826,52.8974,0.8587,0.8587
-54.5405,52.8974,0.8477,0.8477
-54.5985,52.9554,0.8897,0.8897
-54.6564,52.9554,0.8897,0.8897
-54.7144,52.9554,0.8728,0.8728
-54.7724,52.9554,0.8587,0.8587
-54.8303,52.9554,0.8477,0.8477
-54.8883,53.0134,0.8897,0.8897
-54.9462,53.0134,0.8897,0.8897
-55.0042,53.0134,0.8728,0.8728
-55.0622,53.0134,0.8587,0.8587
-55.1201,53.0134,0.8477,0.8477
-55.1781,53.0713,0.8897,0.8897
-55.2360,53.0713,0.8897,0.8897
-55.2940,53.0713,0.8728,0.8728
-55.3520,53.0713,0.8587,0.8587
-55.4099,53.0713,0.8477,0.8477
-55.4679,53.1293,0.8897,0.8897
-55.5258,53.1293,0.8928,0.8928
-55.5838,53.1293,0.8897,0.8897
-55.6418,53.1293,0.8728,0.8728
-55.6997,53.1293,0.8587,0.8587
-55.7577,53.1872,0.8897,0.8897
-55.8156,53.1872,0.8973,0.8973
-55.8736,53.1872,0.8897,0.8897
-55.9316,53.1872,0.8728,0.8728
-55.9895,53.1872,0.8587,0.8587
-56.0475,53.1872,0.8477,0.8477
-56.1054,53.2452,0.8928,0.8928
-56.1634,53.2452,0.8928,0.8928
-56.2214,53.2452,0.8897,0.8897
-56.2793,53.2452,0.8728,0.8728
-56.3373,53.2452,0.8587,0.8587
-56.3952,53.2452,0.8477,0.8477
-56.4532,53.2452,0.8397,0.8397
-56.5112,53.2452,0.8349,0.8349
-56.5691,53.2452,0.8333,0.8333
-56.6271,53.2452,0.8333,0.8333
-56.6850,53.3032,0.8897,0.8897
-56.7430,53.3032,0.8728,0.8728
-56.8010,53.3032,0.8587,0.8587
-56.8589,53.3032,0.8477,0.8477
-56.9169,53.3032,0.8397,0.8397
-56.9748,53.3032,0.8349,0.8349
-57.0328,53.3611,0.8912,0.8912
-57.0908,53.3611,0.8912,0.8912
-57.1487,53.3611,0.8912,0.8912
-57.2067,53.3611,0.8912,0.8912
-57.2646,53.3611,0.8912,0.8912
-57.3226,53.3611,0.8897,0.8897
-57.3806,53.3611,0.8728,0.8728
-57.4385,53.4191,0.8912,0.8912
-57.4965,53.4191,0.8912,0.8912
-57.5544,53.4191,0.8912,0.8912
-57.6124,53.4191,0.8912,0.8912
-57.6704,53.4191,0.8912,0.8912
-57.7283,53.4191,0.8912,0.8912
-57.7863,53.4191,0.8912,0.8912
-57.8442,53.4191,0.8912,0.8912
-57.9022,53.4191,0.8897,0.8897
-57.9602,53.4191,0.8728,0.8728
-58.0181,53.4770,0.8897,0.8897
-58.0761,53.4770,0.8912,0.8912
-58.1340,53.4770,0.8912,0.8912
-58.1920,53.4770,0.8912,0.8912
-58.2500,53.4770,0.8912,0.8912
-58.3079,53.4770,0.8912,0.8912
-58.3659,53.4770,0.8912,0.8912
-58.4238,53.4770,0.8912,0.8912
-58.4818,53.4770,0.8912,0.8912
-58.5398,53.4770,0.8897,0.8897
-58.5977,53.4770,0.8728,0.8728
-58.6557,53.5350,0.8897,0.8897
-58.7136,53.5350,0.8912,0.8912
-58.7716,53.5350,0.8912,0.8912
-58.8296,53.5350,0.8912,0.8912
-58.8875,53.5350,0.8912,0.8912
-58.9455,53.5350,0.8912,0.8912
-59.0034,53.5350,0.8912,0.8912
-59.0614,53.5350,0.8912,0.8912
-59.1194,53.5350,0.8897,0.8897
-59.1773,53.5350,0.8728,0.8728
-59.2353,53.5350,0.8587,0.8587
-59.2932,53.5930,0.8912,0.8912
-59.3512,53.5930,0.8912,0.8912
-59.4092,53.5930,0.8912,0.8912
-59.4671,53.5930,0.8912,0.8912
-59.5251,53.5930,0.8912,0.8912
-59.5830,53.5930,0.8912,0.8912
-59.6410,53.5930,0.8897,0.8897
-59.6990,53.5930,0.8728,0.8728
-59.7569,53.5930,0.8587,0.8587
-59.8149,53.5930,0.8477,0.8477
-59.8728,53.6509,0.8912,0.8912
-59.9308,53.6509,0.8912,0.8912
-59.9888,53.6509,0.8912,0.8912
-60.0467,53.6509,0.8912,0.8912
-60.1047,53.6509,0.8912,0.8912
-60.1626,53.6509,0.8897,0.8897
-60.2206,53.6509,0.8728,0.8728
-60.2786,53.6509,0.8587,0.8587
-60.3365,53.6509,0.8477,0.8477
-60.3945,53.6509,0.8397,0.8397
-60.4524,53.6509,0.8349,0.8349
-60.5104,53.6509,0.8333,0.8333
-60.5684,53.6509,0.8333,0.8333
-60.6263,53.6509,0.8333,0.8333
-60.6843,53.7089,0.8912,0.8912
-60.7422,53.7089,0.8912,0.8912
-60.8002,53.7089,0.8912,0.8912
-60.8582,53.7089,0.8912,0.8912
-60.9161,53.7089,0.8912,0.8912
-60.9741,53.7089,0.8912,0.8912
-61.0320,53.7089,0.8912,0.8912
-61.0900,53.7089,0.8912,0.8912
-61.1480,53.7089,0.8912,0.8912
-61.2059,53.7089,0.8912,0.8912
-61.2639,53.7089,0.8912,0.8912
-61.3218,53.7089,0.8897,0.8897
-61.3798,53.7089,0.8728,0.8728
-61.4378,53.7089,0.8587,0.8587
-61.4957,53.7089,0.8477,0.8477
-61.5537,53.7089,0.8397,0.8397
-61.6116,53.7668,0.8912,0.8912
-61.6696,53.7668,0.8912,0.8912
-61.7276,53.7668,0.8912,0.8912
-61.7855,53.7668,0.8912,0.8912
-61.8435,53.7668,0.8912,0.8912
-61.9014,53.7668,0.8912,0.8912
-61.9594,53.7668,0.8912,0.8912
-62.0174,53.7668,0.8912,0.8912
-62.0753,53.7668,0.8912,0.8912
-62.1333,53.7668,0.8912,0.8912
-62.1912,53.7668,0.8912,0.8912
-62.2492,53.7668,0.8912,0.8912
-62.3072,53.7668,0.8912,0.8912
-62.3651,53.7668,0.8912,0.8912
-62.4231,53.7668,0.8912,0.8912
-62.4810,53.7668,0.8912,0.8912
-62.5390,53.7668,0.8912,0.8912
-62.5970,53.7668,0.8912,0.8912
-62.6549,53.7668,0.8912,0.8912
-62.7129,53.7668,0.8912,0.8912
-62.7708,53.7668,0.8912,0.8912
-62.8288,53.7668,0.8912,0.8912
-62.8868,53.7668,0.8912,0.8912
-62.9447,53.7668,0.8912,0.8912
-63.0027,53.7668,0.8912,0.8912
-63.0606,53.7668,0.8912,0.8912
-63.1186,53.7668,0.8912,0.8912
-63.1766,53.7668,0.8912,0.8912
-63.2345,53.7668,0.8912,0.8912
-63.2925,53.7668,0.8912,0.8912
-63.3504,53.7668,0.8912,0.8912
-63.4084,53.7668,0.8912,0.8912
-63.4664,53.7668,0.8912,0.8912
-63.5243,53.7668,0.8912,0.8912
-63.5823,53.7668,0.8912,0.8912
-63.6402,53.7668,0.8912,0.8912
-63.6982,53.7668,0.8912,0.8912
-63.7562,53.7668,0.8912,0.8912
-63.8141,53.7668,0.8912,0.8912
-63.8721,53.7668,0.8912,0.8912
-63.9300,53.7668,0.8912,0.8912
-63.9880,53.7668,0.8912,0.8912
-64.0460,53.7668,0.8912,0.8912
-64.1039,53.7668,0.8912,0.8912
-64.1619,53.7668,0.8912,0.8912
-64.2198,53.7668,0.8912,0.8912
-64.2778,53.7668,0.8912,0.8912
-64.3358,53.7668,0.8912,0.8912
-64.3937,53.7668,0.8912,0.8912
-64.4517,53.7668,0.8912,0.8912
-64.5096,53.7668,0.8912,0.8912
-64.5676,53.7668,0.8912,0.8912
-64.6256,53.7668,0.8912,0.8912
-64.6835,53.7668,0.8912,0.8912
-64.7415,53.7668,0.8912,0.8912
-64.7994,53.7668,0.8912,0.8912
-64.8574,53.7668,0.8912,0.8912
-64.9154,53.7668,0.8912,0.8912
-64.9733,53.7668,0.8912,0.8912
-65.0313,53.7668,0.8912,0.8912
-65.0892,53.7668,0.8912,0.8912
-65.1472,53.7668,0.8912,0.8912
-65.2052,53.7668,0.8912,0.8912
-65.2631,53.7668,0.8912,0.8912
-65.3211,53.7668,0.8912,0.8912
-65.3790,53.7668,0.8912,0.8912
-65.4370,53.7668,0.8912,0.8912
-65.4950,53.7668,0.8912,0.8912
-65.5529,53.7668,0.8912,0.8912
-65.6109,53.7668,0.8912,0.8912
-65.6688,53.7668,0.8912,0.8912
-65.7268,53.7668,0.8912,0.8912
-65.7848,53.7668,0.8912,0.8912
-65.8427,53.7668,0.8912,0.8912
-65.9007,53.7668,0.8912,0.8912
-65.9586,53.7668,0.8912,0.8912
-66.0166,53.7668,0.8912,0.8912
-66.0746,53.7668,0.8912,0.8912
-66.1325,53.7668,0.8912,0.8912
-66.1905,53.7668,0.8912,0.8912
-66.2484,53.7668,0.8912,0.8912
-66.3064,53.7668,0.8912,0.8912
-66.3644,53.7668,0.8912,0.8912
-66.4223,53.7668,0.8912,0.8912
-66.4803,53.7668,0.8912,0.8912
-66.5382,53.7668,0.8912,0.8912
-66.5962,53.7668,0.8912,0.8912
-66.6542,53.7668,0.8912,0.8912
-66.7121,53.7668,0.8912,0.8912
-66.7701,53.7668,0.8912,0.8912
-66.8280,53.7668,0.8912,0.8912
-66.8860,53.7668,0.8912,0.8912
-66.9440,53.7668,0.8912,0.8912
-67.0019,53.7668,0.8912,0.8912
-67.0599,53.7668,0.8912,0.8912
-67.1178,53.7668,0.8912,0.8912
-67.1758,53.7668,0.8912,0.8912
-67.2338,53.7668,0.8912,0.8912
-67.2917,53.7668,0.8912,0.8912
-67.3497,53.7668,0.8912,0.8912
-67.4076,53.7668,0.8912,0.8912
-67.4656,53.7668,0.8912,0.8912
-67.5236,53.7668,0.8912,0.8912
-67.5815,53.7668,0.8912,0.8912
-67.6395,53.7668,0.8912,0.8912
-67.6974,53.7668,0.8912,0.8912
-67.7554,53.7668,0.8912,0.8912
-67.8134,53.7668,0.8912,0.8912
-67.8713,53.7668,0.8912,0.8912
-67.9293,53.7668,0.8912,0.8912
-67.9872,53.7668,0.8912,0.8912
-68.0452,53.7668,0.8912,0.8912
-68.1032,53.7668,0.8912,0.8912
-68.1611,53.7668,0.8912,0.8912
-68.2191,53.7668,0.8912,0.8912
-68.2770,53.7668,0.8912,0.8912
-68.3350,53.7668,0.8912,0.8912
-68.3930,53.7668,0.8912,0.8912
-68.4509,53.7668,0.8912,0.8912
-68.5089,53.7668,0.8912,0.8912
-68.5668,53.7668,0.8912,0.8912
-68.6248,53.7668,0.8912,0.8912
-68.6828,53.7668,0.8912,0.8912
-68.7407,53.7668,0.8912,0.8912
-68.7987,53.7668,0.8912,0.8912
-68.8566,53.7668,0.8912,0.8912
-68.9146,53.7668,0.8912,0.8912
-68.9726,53.7668,0.8912,0.8912
-69.0305,53.7668,0.8912,0.8912
-69.0885,53.7668,0.8912,0.8912
-69.1464,53.7668,0.8912,0.8912
-69.2044,53.7089,0.8477,0.8477
-69.2624,53.7089,0.8587,0.8587
-69.3203,53.7089,0.8728,0.8728
-69.3783,53.7089,0.8897,0.8897
-69.4362,53.7089,0.8912,0.8912
-69.4942,53.7089,0.8912,0.8912
-69.5522,53.7089,0.8912,0.8912
-69.6101,53.7089,0.8912,0.8912
-69.6681,53.7089,0.8912,0.8912
-69.7260,53.7089,0.8912,0.8912
-69.7840,53.7089,0.8912,0.8912
-69.8420,53.7089,0.8912,0.8912
-69.8999,53.7089,0.8912,0.8912
-69.9579,53.7089,0.8912,0.8912
-70.0158,53.7089,0.8912,0.8912
-70.0738,53.6509,0.8333,0.8333
-70.1318,53.6509,0.8333,0.8333
-70.1897,53.6509,0.8333,0.8333
-70.2477,53.6509,0.8333,0.8333
-70.3056,53.6509,0.8333,0.8333
-70.3636,53.6509,0.8349,0.8349
-70.4216,53.6509,0.8397,0.8397
-70.4795,53.6509,0.8477,0.8477
-70.5375,53.6509,0.8587,0.8587
-70.5954,53.6509,0.8728,0.8728
-70.6534,53.6509,0.8897,0.8897
-70.7114,53.6509,0.8912,0.8912
-70.7693,53.6509,0.8912,0.8912
-70.8273,53.6509,0.8912,0.8912
-70.8852,53.6509,0.8912,0.8912
-70.9432,53.6509,0.8912,0.8912
-71.0012,53.6509,0.8912,0.8912
-71.0591,53.6509,0.8912,0.8912
-71.1171,53.5930,0.8397,0.8397
-71.1750,53.5930,0.8477,0.8477
-71.2330,53.5930,0.8587,0.8587
-71.2910,53.5930,0.8728,0.8728
-71.3489,53.5930,0.8897,0.8897
-71.4069,53.5930,0.8912,0.8912
-71.4648,53.5930,0.8912,0.8912
-71.5228,53.5350,0.8349,0.8349
-71.5808,53.5350,0.8397,0.8397
-71.6387,53.5350,0.8477,0.8477
-71.6967,53.5350,0.8587,0.8587
-71.7546,53.5350,0.8728,0.8728
-71.8126,53.5350,0.8897,0.8897
-71.8706,53.5350,0.8912,0.8912
-71.9285,53.5350,0.8912,0.8912
-71.9865,53.4770,0.8349,0.8349
-72.0444,53.4770,0.8397,0.8397
-72.1024,53.4770,0.8477,0.8477
-72.1604,53.4770,0.8587,0.8587
-72.2183,53.4770,0.8728,0.8728
-72.2763,53.4770,0.8897,0.8897
-72.3342,53.4770,0.8912,0.8912
-72.3922,53.4770,0.8928,0.8928
-72.4502,53.4191,0.8397,0.8397
-72.5081,53.4191,0.8477,0.8477
-72.5661,53.4191,0.8587,0.8587
-72.6240,53.4191,0.8728,0.8728
-72.6820,53.4191,0.8897,0.8897
-72.7400,53.4191,0.8912,0.8912
-72.7979,53.4191,0.8928,0.8928
-72.8559,53.4191,0.8912,0.8912
-72.9138,53.3611,0.8477,0.8477
-72.9718,53.3611,0.8587,0.8587
-73.0298,53.3611,0.8728,0.8728
-73.0877,53.3611,0.8897,0.8897
-73.1457,53.3611,0.8912,0.8912
-73.2036,53.3611,0.8928,0.8928
-73.2616,53.3611,0.8912,0.8912
-73.3196,53.3032,0.8477,0.8477
-73.3775,53.3032,0.8587,0.8587
-73.4355,53.3032,0.8728,0.8728
-73.4934,53.3032,0.8897,0.8897
-73.5514,53.3032,0.8912,0.8912
-73.6094,53.3032,0.8912,0.8912
-73.6673,53.3032,0.8928,0.8928
-73.7253,53.3032,0.8912,0.8912
-73.7832,53.2452,0.8477,0.8477
-73.8412,53.2452,0.8587,0.8587
-73.8992,53.2452,0.8728,0.8728
-73.9571,53.2452,0.8897,0.8897
-74.0151,53.2452,0.8912,0.8912
-74.0730,53.2452,0.8912,0.8912
-74.1310,53.2452,0.8912,0.8912
-74.1890,53.2452,0.8912,0.8912
-74.2469,53.2452,0.8912,0.8912
-74.3049,53.2452,0.8897,0.8897
-74.3628,53.2452,0.8728,0.8728
-74.4208,53.1872,0.8897,0.8897
-74.4788,53.1872,0.8912,0.8912
-74.5367,53.1872,0.8912,0.8912
-74.5947,53.1872,0.8912,0.8912
-74.6526,53.1872,0.8912,0.8912
-74.7106,53.1872,0.8912,0.8912
-74.7686,53.1872,0.8912,0.8912
-74.8265,53.1293,0.8397,0.8397
-74.8845,53.1293,0.8477,0.8477
-74.9424,53.1293,0.8587,0.8587
-75.0004,53.1293,0.8728,0.8728
-75.0584,53.0713,0.8349,0.8349
-75.1163,53.0713,0.8556,0.8556
-75.1743,53.0713,0.8790,0.8790
-75.2322,53.0713,0.9049,0.9049
-75.2902,53.0713,0.9317,0.9317
-75.3482,53.0713,0.9492,0.9492
-75.4061,53.0134,0.9331,0.9331
-75.4641,53.0134,0.9636,0.9636
-75.5220,53.0134,0.9636,0.9636
-75.5800,53.0134,0.9448,0.9448
-75.6380,52.9554,0.9849,0.9849
-75.6959,52.8974,1.0182,1.0182
-75.7539,52.8395,1.0222,1.0222
-75.8118,52.7815,1.0222,1.0222
-75.8118,52.7236,0.9961,0.9961
-75.8118,52.6656,0.9636,0.9636
-75.8118,52.6076,0.9331,0.9331
-75.8698,52.5497,0.9564,0.9564
-75.8698,52.4917,0.9317,0.9317
-75.8698,52.4338,0.9094,0.9094
-75.8698,52.3758,0.8897,0.8897
-75.9278,52.3178,0.9287,0.9287
-75.9278,52.2599,0.9154,0.9154
-75.9278,52.2019,0.9049,0.9049
-75.9278,52.1440,0.8973,0.8973
-75.8698,52.0860,0.8349,0.8349
-75.8698,52.0280,0.8333,0.8333
-75.8698,51.9701,0.8333,0.8333
-75.8698,51.9121,0.8333,0.8333
-75.8118,51.8542,0.7770,0.7770
-75.8118,51.7962,0.7821,0.7821
-75.8118,51.7382,0.7905,0.7905
-75.8118,51.6803,0.8022,0.8022
-75.7539,51.6223,0.7616,0.7616
-75.7539,51.5644,0.7804,0.7804
-75.7539,51.5064,0.8022,0.8022
-75.7539,51.4484,0.8268,0.8268
-75.6959,51.3905,0.8039,0.8039
-75.6959,51.3325,0.8349,0.8349
-75.6959,51.2746,0.8681,0.8681
-75.6959,51.2166,0.8587,0.8587
-75.6380,51.1586,0.8681,0.8681
-75.5800,51.1007,0.8836,0.8836
-75.5220,51.0427,0.8973,0.8973
-75.4641,50.9848,0.8973,0.8973
-75.4061,50.9268,0.8973,0.8973
-75.3482,50.8688,0.8973,0.8973
-75.2902,50.8109,0.8973,0.8973
-75.2322,50.7529,0.8973,0.8973
-75.1743,50.6950,0.8836,0.8836
-75.1163,50.6370,0.8681,0.8681
-75.1163,50.5790,0.8973,0.8973
-75.0584,50.5211,0.8973,0.8973
-75.0004,50.4631,0.8973,0.8973
-74.9424,50.4052,0.8973,0.8973
-74.8845,50.3472,0.8973,0.8973
-74.8265,50.2892,0.8973,0.8973
-74.7686,50.2313,0.8973,0.8973
-74.7106,50.1733,0.8973,0.8973
-74.6526,50.1154,0.8973,0.8973
-74.5947,50.0574,0.8973,0.8973
-74.5367,49.9994,0.8973,0.8973
-74.4788,49.9415,0.8973,0.8973
-74.4208,49.8835,0.8973,0.8973
-74.3628,49.8256,0.8973,0.8973
-74.3049,49.7676,0.8973,0.8973
-74.2469,49.7096,0.8973,0.8973
-74.1890,49.6517,0.8973,0.8973
-74.1310,49.5937,0.8973,0.8973
-74.0730,49.5358,0.8973,0.8973
-74.0151,49.4778,0.8973,0.8973
-73.9571,49.4198,0.8973,0.8973
-73.8992,49.3619,0.8973,0.8973
-73.8412,49.3039,0.8973,0.8973
-73.7832,49.2460,0.8973,0.8973
-73.7253,49.1880,0.8973,0.8973
-73.6673,49.1300,0.8973,0.8973
-73.6094,49.0721,0.8973,0.8973
-73.5514,49.0141,0.8973,0.8973
-73.4934,48.9562,0.8973,0.8973
-73.4355,48.8982,0.8973,0.8973
-73.3775,48.8402,0.8973,0.8973
-73.3196,48.7823,0.8973,0.8973
-73.2616,48.7243,0.8973,0.8973
-73.2036,48.6664,0.8973,0.8973
-73.1457,48.6084,0.8973,0.8973
-73.0877,48.5504,0.8973,0.8973
-73.0298,48.5504,0.8681,0.8681
-72.9718,48.4925,0.8836,0.8836
-72.9138,48.4345,0.8973,0.8973
-72.8559,48.3766,0.8973,0.8973
-72.7979,48.3186,0.8973,0.8973
-72.7400,48.2606,0.8973,0.8973
-72.6820,48.2027,0.8973,0.8973
-72.6240,48.1447,0.8973,0.8973
-72.5661,48.0868,0.8973,0.8973
-72.5081,48.0288,0.8973,0.8973
-72.4502,47.9708,0.8973,0.8973
-72.3922,47.9129,0.8973,0.8973
-72.3342,47.8549,0.8973,0.8973
-72.2763,47.7970,0.8973,0.8973
-72.2183,47.7390,0.8973,0.8973
-72.1604,47.6810,0.8973,0.8973
-72.1024,47.6231,0.8973,0.8973
-72.0444,47.5651,0.8973,0.8973
-71.9865,47.5072,0.8973,0.8973
-71.9285,47.4492,0.8973,0.8973
-71.8706,47.3912,0.8973,0.8973
-71.8126,47.3333,0.8973,0.8973
-71.7546,47.2753,0.8973,0.8973
-71.6967,47.2174,0.8973,0.8973
-71.6387,47.1594,0.8973,0.8973
-71.5808,47.1014,0.8973,0.8973
-71.5228,47.0435,0.8973,0.8973
-71.4648,46.9855,0.8973,0.8973
-71.4069,46.9276,0.8973,0.8973
-71.3489,46.8696,0.8973,0.8973
-71.2910,46.8116,0.8836,0.8836
-71.2330,46.7537,0.8681,0.8681
-71.2330,46.6957,0.8973,0.8973
-71.1750,46.6378,0.8973,0.8973
-71.1171,46.5798,0.8973,0.8973
-71.0591,46.5218,0.8973,0.8973
-71.0012,46.4639,0.8973,0.8973
-70.9432,46.4059,0.8973,0.8973
-70.8852,46.3480,0.8973,0.8973
-70.8273,46.2900,0.8973,0.8973
-70.7693,46.2320,0.8973,0.8973
-70.7114,46.1741,0.8973,0.8973
-70.6534,46.1161,0.8973,0.8973
-70.5954,46.0582,0.8973,0.8973
-70.5375,46.0002,0.8973,0.8973
-70.4795,45.9422,0.8973,0.8973
-70.4216,45.8843,0.8973,0.8973
-70.3636,45.8263,0.8973,0.8973
-70.3056,45.7684,0.8973,0.8973
-70.2477,45.7104,0.8973,0.8973
-70.1897,45.6524,0.8973,0.8973
-70.1318,45.5945,0.8973,0.8973
-70.0738,45.5365,0.8973,0.8973
-70.0158,45.4786,0.8973,0.8973
-69.9579,45.4206,0.8973,0.8973
-69.8999,45.3626,0.8973,0.8973
-69.8420,45.3047,0.8973,0.8973
-69.7840,45.2467,0.8973,0.8973
-69.7260,45.1888,0.8973,0.8973
-69.6681,45.1308,0.8973,0.8973
-69.6101,45.0728,0.8973,0.8973
-69.5522,45.0149,0.8973,0.8973
-69.4942,44.9569,0.8973,0.8973
-69.4362,44.8990,0.8973,0.8973
-69.3783,44.8410,0.8973,0.8973
-69.3203,44.7830,0.8973,0.8973
-69.2624,44.7251,0.8973,0.8973
-69.2044,44.6671,0.8973,0.8973
-69.1464,44.6092,0.8973,0.8973
-69.0885,44.5512,0.8973,0.8973
-69.0305,44.4932,0.8973,0.8973
-68.9726,44.4353,0.8973,0.8973
-68.9146,44.3773,0.8973,0.8973
-68.8566,44.3194,0.8973,0.8973
-68.7987,44.2614,0.8973,0.8973
-68.7407,44.2034,0.8836,0.8836
-68.6828,44.1455,0.8681,0.8681
-68.6828,44.0875,0.8973,0.8973
-68.6248,44.0296,0.8973,0.8973
-68.5668,43.9716,0.8973,0.8973
-68.5089,43.9136,0.8973,0.8973
-68.4509,43.8557,0.8973,0.8973
-68.3930,43.7977,0.8973,0.8973
-68.3350,43.7398,0.8973,0.8973
-68.2770,43.6818,0.8973,0.8973
-68.2191,43.6238,0.8973,0.8973
-68.1611,43.5659,0.8973,0.8973
-68.1032,43.5079,0.8973,0.8973
-68.0452,43.4500,0.8973,0.8973
-67.9872,43.3920,0.8973,0.8973
-67.9293,43.3340,0.8973,0.8973
-67.8713,43.2761,0.8973,0.8973
-67.8134,43.2181,0.8973,0.8973
-67.7554,43.1602,0.8973,0.8973
-67.6974,43.1022,0.8973,0.8973
-67.6395,43.0442,0.8973,0.8973
-67.5815,42.9863,0.8973,0.8973
-67.5236,42.9283,0.8973,0.8973
-67.4656,42.8704,0.8973,0.8973
-67.4076,42.8124,0.8973,0.8973
-67.3497,42.7544,0.8973,0.8973
-67.2917,42.6965,0.8973,0.8973
-67.2338,42.6385,0.8973,0.8973
-67.1758,42.5806,0.8973,0.8973
-67.1178,42.5226,0.8973,0.8973
-67.0599,42.4646,0.8973,0.8973
-67.0019,42.4067,0.8973,0.8973
-66.9440,42.3487,0.8973,0.8973
-66.8860,42.2908,0.8973,0.8973
-66.8280,42.2328,0.8973,0.8973
-66.7701,42.1748,0.8973,0.8973
-66.7121,42.1169,0.8973,0.8973
-66.6542,42.0589,0.8836,0.8836
-66.5962,42.0010,0.8681,0.8681
-66.5962,41.9430,0.8973,0.8973
-66.5382,41.8850,0.8973,0.8973
-66.4803,41.8271,0.8973,0.8973
-66.4223,41.7691,0.8973,0.8973
-66.3644,41.7112,0.8973,0.8973
-66.3064,41.6532,0.8973,0.8973
-66.2484,41.5952,0.8973,0.8973
-66.1905,41.5373,0.8973,0.8973
-66.1325,41.4793,0.8973,0.8973
-66.0746,41.4214,0.8973,0.8973
-66.0166,41.3634,0.8973,0.8973
-65.9586,41.3054,0.8973,0.8973
-65.9007,41.2475,0.8973,0.8973
-65.8427,41.1895,0.8973,0.8973
-65.7848,41.1316,0.8973,0.8973
-65.7268,41.0736,0.8973,0.8973
-65.6688,41.0156,0.8973,0.8973
-65.6109,40.9577,0.8973,0.8973
-65.5529,40.8997,0.8973,0.8973
-65.4950,40.8418,0.8973,0.8973
-65.4370,40.7838,0.8973,0.8973
-65.3790,40.7258,0.8973,0.8973
-65.3211,40.6679,0.8973,0.8973
-65.2631,40.6099,0.8973,0.8973
-65.2052,40.5520,0.8973,0.8973
-65.1472,40.4940,0.8973,0.8973
-65.0892,40.4360,0.8973,0.8973
-65.0313,40.3781,0.8973,0.8973
-64.9733,40.3201,0.8973,0.8973
-64.9154,40.2622,0.8973,0.8973
-64.8574,40.2042,0.8973,0.8973
-64.7994,40.1462,0.8973,0.8973
-64.7415,40.0883,0.8836,0.8836
-64.6835,40.0303,0.8681,0.8681
-64.6835,39.9724,0.8973,0.8973
-64.6256,39.9144,0.8973,0.8973
-64.5676,39.8564,0.8973,0.8973
-64.5096,39.7985,0.8973,0.8973
-64.4517,39.7405,0.8973,0.8973
-64.3937,39.6826,0.8973,0.8973
-64.3358,39.6246,0.8973,0.8973
-64.2778,39.5666,0.8973,0.8973
-64.2198,39.5087,0.8973,0.8973
-64.1619,39.4507,0.8973,0.8973
-64.1039,39.3928,0.8973,0.8973
-64.0460,39.3348,0.8973,0.8973
-63.9880,39.2768,0.8973,0.8973
-63.9300,39.2189,0.8973,0.8973
-63.8721,39.1609,0.8973,0.8973
-63.8141,39.1030,0.8973,0.8973
